text,start,duration
Em ngọt ngào theo muôn vàn cách thức,63.229,4.028
"Baby, đâu cần lý do gì",67.952,1.909
"Baby, đâu cần phải chờ đợi",69.861,3.17
Hãy biến đêm nay thành ngày sinh nhật của em đi,73.406,2.2
"Anh đưa đôi tay, tay, tay",76.203,2.553
Khi anh biết em đang muốn nắm lấy,79.185,3.313
Anh muốn tình cảm này càng thêm sâu đậm,83.79,2.43
lênh đênh như giữa lòng đại dương,86.22,3.787
Anh chẳng lo lắng gì miễn là có em cạnh bên,91.383,3.295
"Baby, hãy cứ chìm đắm trong cảm giác này",94.678,3.253
Tay trong tay tình cảm như tuôn trào,98.693,2.491
Oh Baby đây là lời thổ lộ từ anh,101.184,3.671
Hãy biến đêm nay thành ngày sinh nhật của em đi,105.262,1.93
"Từng giây, từng phút",107.217,1.907
đều khiến anh muốn nhảy mừng,109.124,3.253
"Mọi thứ về em đều hoàn hảo,",114.755,1.874
Hoàn hảo như lúc em chào đời,116.629,3.589
Em là ưu tiên số 1 của anh,121.249,3.74
Em ngọt ngào theo muôn vàn cách thức,125.014,4.028
"Baby, đâu cần lý do gì",129.737,1.909
"Baby, đâu cần phải chờ đợi",131.646,3.17
Hãy biến đêm nay thành ngày sinh nhật của em đi,135.191,2.113
"Anh mù quáng vì em, Baby",137.317,2.344
Em độc chiếm ánh mắt của anh,139.661,3.096
Giờ thì cứ chậm rãi thôi nhé,142.782,2.488
"Anh chẳng bao giờ nói ra điều này, nhưng em là người xứng đáng nhất",145.27,4.266
"Nên cứ làm thôi, làm mọi thứ em muốn đêm nay",149.536,4.409
Đêm nay như thể là sinh nhật của em vậy,157.866,1.835
Đêm nay như thể là sinh nhật của em vậy,180.364,1.891
"Từng giây, từng phút",182.263,1.907
đều khiến anh muốn nhảy mừng,184.17,3.253
"Mọi thứ về em đều hoàn hảo,",189.801,1.874
Hoàn hảo như lúc em chào đời,191.675,3.589
Em là ưu tiên số 1 của anh,196.295,3.74
Em ngọt ngào theo muôn vàn cách thức,200.06,4.028
"Baby, đâu cần lý do gì",204.783,1.909
"Baby, đâu cần phải chờ đợi",206.692,3.17
Hãy biến đêm nay thành ngày sinh nhật của em đi,210.237,2.066
"Baby, đâu cần lý do gì",212.312,1.909
"Baby, đâu cần phải chờ đợi",214.221,3.17
Hãy biến đêm nay thành ngày sinh nhật của em đi,217.703,2.066
"Baby dance, dance, dance,",7.05,2.751
wrap me up with your devotion,9.801,3.322
"It’s a bad romance,",14.506,1.93
got my body rocking in slow motion,16.436,4.168
"But I can’t cope walking on a tight rope,",22.018,3.274
hanging on the tension,25.317,2.793
"Let me down, down, down with you",29.517,2.849
Let me give you my attention,32.366,3.295
Got no self-control,37.504,1.847
Cos I want it all,39.351,1.664
So Im’ma make you feel,41.015,2.528
Like tonight’s your birthday,43.544,1.866
"Every second, every minute",45.432,1.907
make me wanna celebrate it,47.339,3.253
"Everything about you perfect,",52.97,1.874
just the way your mamma made it,54.844,3.589
"You’re the best, you’re my first first place",59.464,3.74
Sugar sweet in a million ways,63.229,4.028
"Baby we don’t need no reason,",67.952,1.909
baby we don’t need to wait,69.861,3.17
Let’s make tonight your birthday,73.406,2.2
"I put my hands, hands, hands",76.203,2.553
When I know you wanna hold them,79.185,3.313
"I wanna be in so deep baby,",83.79,2.43
floating like we’re deep inside an ocean,86.22,3.787
No I don’t care as long as I got you there,91.383,3.295
Baby let’s keep falling,94.678,3.253
I’m talking with my hands,98.693,2.491
Oh baby here is my confession,101.184,3.671
Let’s make tonight your birthday,105.262,1.93
"Every second, every minute",107.217,1.907
make me wanna celebrate it,109.124,3.253
"Everything about you perfect,",114.755,1.874
just the way your mamma made it,116.629,3.589
"You’re the best, you’re my first first place",121.249,3.74
Sugar sweet in a million ways,125.014,4.028
"Baby we don’t need no reason,",129.737,1.909
baby we don’t need to wait,131.646,3.17
Let’s make tonight your birthday,135.191,2.113
I’ve been blinded by you baby,137.317,2.344
you got full attention yeah,139.661,3.096
"So let us take it slow,",142.782,2.488
"I never say this but
girl you deserve it best",145.27,4.266
"So let it go, do all you want for tonight",149.536,4.409
Like tonight’s your birthday,157.866,1.835
Like tonight’s your birthday,180.364,1.891
"Every second, every minute",182.263,1.907
make me wanna celebrate it,184.17,3.253
"Everything about you perfect,",189.801,1.874
just the way your mamma made it,191.675,3.589
"You’re the best, you’re my first first place",196.295,3.74
Sugar sweet in a million ways,200.06,4.028
"Baby we don’t need no reason,",204.783,1.909
baby we don’t need to wait,206.692,3.17
Let’s make tonight your birthday,210.237,2.066
"Baby we don’t need no reason,",212.312,1.909
baby we don’t need to wait,214.221,3.17
Let’s make tonight your birthday,217.703,2.066
"Baby, 춤을 추자",7.05,2.751
"나만 바라봐, 그렇게 나를 감싸줘",9.801,3.322
이건 못된 사랑,14.506,1.93
내 몸을 천천히 움직여,16.436,4.168
흔들리는 줄 위의 곡예는 이제 힘들어,22.018,3.274
"텐션에 의지해 한 걸음, 한 걸음",25.317,2.793
이젠 낮은 곳으로 너와 함께 내려갈래,29.517,2.849
나의 관심을 너에게 쏟을래,32.366,3.295
내겐 더 이상 자제력이 없어,37.504,1.847
그냥 다 갖고 싶거든,39.351,1.664
그러니 네게 오늘이 특별하게 느껴지게 해줄게,41.015,2.528
오늘이 너의 생일인것처럼,43.544,1.866
"1분, 1초가 소중해",45.432,1.907
매 순간을 축제의 순간으로,47.339,3.253
너의 모든 것이 완벽해,52.97,1.874
태어난 모습 그대로 완벽해,54.844,3.589
너는 나의 최우선 순위,59.464,3.74
백만 가지 방법으로 달콤한 너,63.229,4.028
"Baby, 이유가 필요 없지",67.952,1.909
"Baby, 기다릴 필요 없지",69.861,3.17
오늘이 너의 생일인것처럼,73.406,2.2
나는 손을 내밀어,76.203,2.553
네가 내 손을 잡고 싶어 하는 바로 그 순간,79.185,3.313
깊어지는 이 감정,83.79,2.43
함께 그 심연으로 내려가자,86.22,3.787
너와 함께라면 아무 걱정 없어,91.383,3.295
"Baby, 이 느낌 속으로 계속 빠져들어",94.678,3.253
맞잡은 손으로 마음이 전해져,98.693,2.491
"Oh, baby, 지금 고백할 거야",101.184,3.671
오늘이 너의 생일인것처럼,105.262,1.93
"1분, 1초가 소중해",107.217,1.907
매 순간을 축제의 순간으로,109.124,3.253
너의 모든 것이 완벽해,114.755,1.874
태어난 모습 그대로 완벽해,116.629,3.589
너는 나의 최우선 순위,121.249,3.74
백만 가지 방법으로 달콤한 너,125.014,4.028
"Baby, 이유가 필요 없지",129.737,1.909
"Baby, 기다릴 필요 없지",131.646,3.17
오늘이 너의 생일인것처럼,135.191,2.113
너에게 눈이 멀었어 baby,137.317,2.344
내 시선을 독식하는 너,139.661,3.096
이젠 천천히 가자,142.782,2.488
쉽게 하는 말 아니야: 네게 좋은 것만 주고 싶어,145.27,4.266
그러니까 나를 믿고 오늘 밤 자유롭게 날개를 펼쳐,149.536,4.409
마치 오늘이 너의 생일인것처럼,157.866,1.835
마치 오늘이 너의 생일인것처럼,180.364,1.891
"1분, 1초가 소중해",182.263,1.907
매 순간을 축제의 순간으로,184.17,3.253
너의 모든 것이 완벽해,189.801,1.874
태어난 모습 그대로 완벽해,191.675,3.589
너는 나의 최우선 순위,196.295,3.74
백만 가지 방법으로 달콤한 너,200.06,4.028
"Baby, 이유가 필요 없지",204.783,1.909
"Baby, 기다릴 필요 없지",206.692,3.17
오늘이 너의 생일인것처럼,210.237,2.066
"Baby, 이유가 필요 없지",212.312,1.909
"Baby, 기다릴 필요 없지",214.221,3.17
오늘이 너의 생일인것처럼,217.703,2.066
"Baby, 一起跳舞吧",7.05,2.751
只许看着我 就那样缠绕着我,9.801,3.322
这是糟糕的爱,14.506,1.93
慢慢摇摆我的身体,16.436,4.168
在摇摆的绳之上 难以施展技艺,22.018,3.274
在紧张之中 一步步向前,25.317,2.793
现在就要跟你走向低处,29.517,2.849
把我的关心倾注于你,32.366,3.295
自控力已见底,37.504,1.847
只是想拥有一切,39.351,1.664
所以今天会给你特别的感觉,41.015,2.528
就像今天是你的生日一般,43.544,1.866
一分一秒都如此宝贵,45.432,1.907
每个瞬间都像庆典,47.339,3.253
你的一切都如此完美,52.97,1.874
正如天生就那么完美,54.844,3.589
在我心中 你高于一切,59.464,3.74
你有无数种甜美的方式,63.229,4.028
"Baby, 不需要理由",67.952,1.909
"Baby, 不需要等待",69.861,3.17
就像今天是你的生日一般,73.406,2.2
当我伸出手,76.203,2.553
就在你想抓住我手的那一瞬间,79.185,3.313
加深的感情,83.79,2.43
一起坠入那深渊之中,86.22,3.787
跟你在一起 不需要担心,91.383,3.295
"Baby, 继续深陷到这种感觉中",94.678,3.253
握住的手传递了感情,98.693,2.491
"Oh, Baby, 我现在就要表白",101.184,3.671
就像今天是你的生日一般,105.262,1.93
一分一秒都如此宝贵,107.217,1.907
每个瞬间都像庆典,109.124,3.253
你的一切都如此完美,114.755,1.874
正如天生就那么完美,116.629,3.589
在我心中 你高于一切,121.249,3.74
你有无数种甜美的方式,125.014,4.028
"Baby, 不需要理由",129.737,1.909
"Baby, 不需要等待",131.646,3.17
就像今天是你的生日一般,135.191,2.113
我已沉迷于你 baby,137.317,2.344
你就是我眼中的唯一,139.661,3.096
让我们放慢脚步,142.782,2.488
不是随口一说 我只想给你最好的,145.27,4.266
相信我 今晚你可以尽情放飞自我,149.536,4.409
就像今天是你的生日一般,157.866,1.835
就像今天是你的生日一般,180.364,1.891
一分一秒都如此宝贵,182.263,1.907
每个瞬间都像庆典,184.17,3.253
你的一切都如此完美,189.801,1.874
正如天生就那么完美,191.675,3.589
在我心中 你高于一切,196.295,3.74
你有无数种甜美的方式,200.06,4.028
"Baby, 不需要理由",204.783,1.909
"Baby, 不需要等待",206.692,3.17
就像今天是你的生日一般,210.237,2.066
"Baby, 不需要理由",212.312,1.909
"Baby, 不需要等待",214.221,3.17
就像今天是你的生日一般,217.703,2.066
Baby 踊ろうよ,7.05,2.751
僕だけを見つめて そうやって抱きしめて,9.801,3.322
これはたちの悪い恋,14.506,1.93
僕の体をゆっくり動かして,16.436,4.168
ピンと張られたロープで曲芸するのは もう疲れたよ,22.018,3.274
テンションに任せて 一歩、一歩を,25.317,2.793
もうそろそろ低い所へ君と一緒に降りたい,29.517,2.849
僕の心を君に捧げよう,32.366,3.295
もう我慢できない,37.504,1.847
何もかもが欲しいんだ,39.351,1.664
だから今日を特別な1日にしてあげるよ,41.015,2.528
今日が君の誕生日であるかのように,43.544,1.866
1分1秒が大切,45.432,1.907
すべての瞬間を祝いの時にする,47.339,3.253
君のすべてが完璧,52.97,1.874
生まれたままの姿そのままで完璧なのさ,54.844,3.589
僕にとって一番大切なのは君,59.464,3.74
百万種類の方法でスイートな君,63.229,4.028
Baby 理由なんていらない,67.952,1.909
Baby 待つ必要なんかない,69.861,3.17
今日が君の誕生日であるかのように,73.406,2.2
僕は手を差し伸べる,76.203,2.553
君が手を繋ぎたいと思う その瞬間に,79.185,3.313
深まる感情,83.79,2.43
その深淵へ一緒に潜ろう,86.22,3.787
君と一緒なら心配なんかないさ,91.383,3.295
Baby この感情へとどんどんハマっていこう,94.678,3.253
繋いだ手から心が伝わる,98.693,2.491
Oh baby いま告白するよ,101.184,3.671
今日が君の誕生日であるかのように,105.262,1.93
1分1秒が大切,107.217,1.907
すべての瞬間をお祝いさせる,109.124,3.253
君のすべてが完璧,114.755,1.874
生まれたままの姿そのままで完璧なのさ,116.629,3.589
僕にとって一番大切なのは君,121.249,3.74
百万種類の方法でスイートな君,125.014,4.028
Baby 理由なんていらない,129.737,1.909
Baby 待つ必要なんかない,131.646,3.17
今日が君の誕生日であるかのように,135.191,2.113
君に夢中で何も見えない  baby,137.317,2.344
僕の心を独り占めする君,139.661,3.096
もうゆっくり行こう,142.782,2.488
本気なんだ 君にはいいものだけ与えたい,145.27,4.266
だから僕を信じて 今夜は自由に翼を広げて,149.536,4.409
まるで今日が君の誕生日であるかのように,157.866,1.835
まるで今日が君の誕生日であるかのように,180.364,1.891
1分1秒が大切,182.263,1.907
すべての瞬間を祝いの時にする,184.17,3.253
君のすべてが完璧,189.801,1.874
生まれたままの姿そのままで完璧なのさ,191.675,3.589
僕にとって一番大切なのは君,196.295,3.74
百万種類の方法でスイートな君,200.06,4.028
Baby 理由なんていらない,204.783,1.909
Baby 待つ必要なんかない,206.692,3.17
今日が君の誕生日であるかのように,210.237,2.066
Baby 理由なんていらない,212.312,1.909
Baby 待つ必要なんかない,214.221,3.17
今日が君の誕生日であるかのように,217.703,2.066
oh oh,0.42,9.98
[Music],2.81,10.4
your devotion,10.4,3.96
[Music],13.21,5.75
it's a bad romance on my body rocking in,14.36,6.4
slow motion,18.96,4.809
[Music],20.76,3.009
[Music],26.21,7.27
let me down down with you let me give,29.119,6.591
you my attention,33.48,5.419
[Music],35.71,6.83
cause I want it all so imma make you,38.899,4.721
feel,42.54,4.49
like tonight your birthday,43.62,6.589
[Music],47.03,3.179
[Music],52.65,3.73
[Music],61.7,5.069
[Music],69.76,7.42
let's make tonight your birthday,72.92,4.26
[Music],77.67,4.95
when I know you wanna hold them,79.14,4.619
[Music],82.62,4.679
I wanna be in so deep baby floating like,83.759,6.361
we deep inside an ocean,87.299,11.061
[Music],90.12,12.66
I'm talking with my hands oh baby here,98.36,6.82
is my confession,102.78,5.479
let's make tonight,105.18,3.079
[Music],109.59,15.42
first place,123.259,19.311
[Music],125.01,17.56
[Music],146.58,4.049
oh yeah,154.879,4.0
[Music],163.1,3.069
[Music],174.41,3.759
like tonight's your birthday,180.42,3.74
baby here,188.599,3.661
[Music],205.18,12.559
we don't need to wait,214.34,7.259
let's make tonight your birthday,217.739,3.86
[Music],225.25,4.039
