text,start,duration
みたいな感じの方がなんかいい気がするっ,349.02,4.32
ていうかなんか胃が楽っていうかいろんな,351.3,5.58
人の意見を聞いてて思いますそれで言うと,353.34,6.12
結婚願望はまああるけどあいやもう子供,356.88,4.02
欲しい多くはなくて,359.46,3.36
周りはもう本当に子供欲しいみたいな感じ,360.9,4.62
の早くもうそろそろ子供欲しいみたいな,362.82,3.719
感じなんだけど,365.52,1.679
子供,366.539,2.88
欲しい欲がなくてなんでないんだろうって,367.199,4.44
考えた時にテレビ欄がいるから,369.419,3.301
犬がいるから,371.639,2.701
子供みたいな感じなわけじゃないなって,372.72,4.919
なんか子供欲しいよがないんだよねいつに,374.34,5.4
なったら湧くんだろうと思って子供欲しい,377.639,3.0
よとか,379.74,3.06
周りの友達がみんな子供いるからさその子,380.639,3.9
たちでもいいやみたいな感じになっちゃう,382.8,4.2
の可愛いし子供たち,384.539,4.801
みたいなんでマジカル見てるからさ,387.0,3.96
子供は大変さとか,389.34,4.38
はまだ無理だなとか思うからさマジカル見,390.96,5.579
てるから子供は大変さを本当に大変そうだ,393.72,3.539
からさ,396.539,4.021
友達とか自分の時間もないしさ4より黒も,397.259,5.041
やっとみたいな感じ,400.56,3.0
自分はまだまださ,402.3,3.899
洋服とかにもお金かけたいし利用にもお金,403.56,4.919
かけたいしみたいなの自分欲が強いから,406.199,4.981
まだ結婚っていうか子供はダメだと思う,408.479,5.22
けどいつになったら子供がもう出るのか,411.18,4.5
なーって思って,413.699,5.181
でなさすぎてそのうち出るのかな,415.68,7.139
なんかさもうこの将来のこととか結構さ,418.88,6.039
周りの友達とかさ話してから,422.819,3.541
考えるようになったんだけど,424.919,2.22
自分も,426.36,2.16
自分のこう毎日,427.139,4.021
仕事頑張っててお仕事は大好きなんで,428.52,5.04
YouTubeも大好きだしいただく仕事,431.16,6.3
もすごい楽しいし私の撮影とかモデルを,433.56,6.539
撮影も楽しいしラウェイとかテレビ番組と,437.46,3.179
か,440.099,3.181
全部楽しいのなんか言われたのよなんかあ,440.639,4.68
やってさ何知らない的にどうなりたいのと,443.28,4.68
か何なりたいのって言われてずにパッと,445.319,4.621
思い浮かばなくてなんか自分がやりたい,447.96,2.94
こととか,449.94,2.34
具体的なこと,450.9,2.34
言えなくて,452.28,3.12
自分で何になりたいんだろうとか,453.24,4.019
自分は何を目指してて,455.4,4.56
目標とかって考えた時にパッて出てこ,457.259,4.681
なかったそれってさ良くなくないあんまに,459.96,4.2
もう自分的には思ったんですけどやっぱ,461.94,4.62
目標とかあった方が頑張れるしさなりたい,464.16,4.68
ものとかさやりたいことがあったら,466.56,4.259
頑張れるじゃん今の私にはなくてそれが,468.84,4.68
やりたいこと,470.819,3.66
毎日仕事,473.52,3.66
継続してもらいたいとか今の生活を継続し,474.479,5.28
たりとかだからさなんかそんなんなんかさ,477.18,5.16
甘ったれじゃんて考えた時になんか,479.759,4.921
周りの子たちはさ何かを目指して,482.34,4.5
るっていうこれに出たいとかさあれをやり,484.68,4.5
たいとかそういうのに向かって頑張ってる,486.84,5.759
からさなんか自分なさすぎてそういうのが,489.18,5.16
情けなくなっちゃって,492.599,2.581
自分,494.34,4.139
のさっきみたいな10万人とか30万人の,495.18,4.079
時は,498.479,2.641
50万人目指して頑張るとか,499.259,3.961
TGCでたいとかスタイルブック出したい,501.12,4.799
とかそういうのだらけだったのになんか今,503.22,5.58
はもう今の生活に満足しちゃってる自分が,505.919,3.78
いて,508.8,3.78
ダメだなと思ってこれじゃあでも別に焦る,509.699,4.681
必要もないじゃんこんな,512.58,4.8
目標がない私なんてダメみたいな私は割と,514.38,4.2
願ってるじゃないからさ,517.38,3.18
ポジティブだから基本なんかそうはなら,518.58,4.319
ないんだけどじゃあこれからちょっとずつ,520.56,4.86
目標とかやりたいこととかを探せるように,522.899,5.06
頑張ろうっています,525.42,2.539
でも逆にねあごめんねポジティブ女が,532.339,6.041
すごい出てくるんだけどここででも今の,535.92,5.46
生活が幸せって思えてることが幸せと思っ,538.38,5.579
てだってさそんなんなかなかいないじゃん,541.38,5.639
今の暮らしが本当に幸せでも毎日ハッピー,543.959,3.841
で,547.019,2.82
悩みもないみたいな感じなんですよいい,547.8,5.039
ように言えばね何も考えずにって感じだ,549.839,6.741
からそれもそれで幸せじゃん,552.839,3.741
すぐポジティブに行きたがるくらいそうだ,556.68,3.779
からそれは思ったでもまあ自分がね,558.3,4.62
ポジティブなこともいいと思ってるんだ,560.459,5.161
けどま時にはさそうやってちゃんと真剣に,562.92,4.44
考えないといけない時もあるじゃんやっぱ,565.62,4.38
大人だしもうだからね考えたんですよね,567.36,6.0
最近だからみんながやんちゃみたいになり,570.0,5.82
たいですとかさそういうコメント送って,573.36,4.68
くれたりするじゃん何々目指してますとか,575.82,4.199
さそういうDMとか見て,578.04,3.239
すごいなって,580.019,3.481
すごいなっていうか,581.279,4.081
尊敬だから私も,583.5,4.019
頑張ろうと思ってちょっと語り系の動画に,585.36,4.7
なっちゃったんですよ,587.519,2.541
だから基本私はあんま考えてないから,590.399,3.901
そんなにもう自分の気持ちを語る的な,592.2,3.6
あんまできないんだけど,594.3,2.88
ちゃんと考えてる人は,595.8,4.74
偉いなって思うもうお台場ですお台場来る,597.18,4.32
とねもう,600.54,1.859
地元感,601.5,3.06
自分の贅沢は,602.399,5.041
久々の運転いいわなんかしかも夜で,604.56,3.839
家で,607.44,3.899
爆睡してますやばいお腹空いたなんかさ,608.399,4.44
朝から撮影で,611.339,3.661
帰ってきて昼寝して何も食べてないんだよ,612.839,2.701
ね,615.0,3.36
昼から現場にあったお弁当もらってお餅,615.54,4.5
食べたんだけど12時から何も食べてない,618.36,4.74
なんか実家にあるかな,620.04,5.1
本当に実家が東京で良かったって思うんだ,623.1,4.02
よねやっぱさ,625.14,4.5
周りの友達はさ地方からキノコばっかだ,627.12,4.98
からさ大変そうだからさ,629.64,3.66
実家帰るまで,632.1,4.76
車で最高じゃない,633.3,3.56
夜の高速好きなんだよね,637.92,3.02
終わりたいと,645.36,2.88
色々語っちゃったんですけどこんな感じ,646.56,3.12
でした,648.24,4.219
バイバイ,649.68,2.779
ヤッホーあやです,652.56,8.519
[音楽],655.37,7.52
か,661.079,66.34
[音楽],662.89,64.529
スキンケアブランド,728.04,4.32
集めをプロデュースさせていただきました,729.18,6.0
こだわって作ったのでぜひ一緒に買ってみ,732.36,6.44
てくださいバイバイ,735.18,3.62
明日ね,740.94,2.66
