text,start,duration
500円だったよ,127.259,4.861
物の10分で出品者の質問が来てますね,128.759,5.34
未回との質問が4件あります何でしょう,132.12,3.839
ゆめまるの子供の相性はどうなりますか,134.099,4.261
これに関してはですね,135.959,4.321
変わらないかな僕はそういう名前にした,138.36,4.62
だけなんでこれ解凍しとこうはい質問の,140.28,3.66
回答ができました,142.98,3.0
オークションの規約通り3歳まで哲也の,143.94,3.24
個人チャンネルは動画アップロード,145.98,2.7
チャンネルからおまんじで解明しました,147.18,2.46
ちゃんの名前は,148.68,2.58
哲也の個人チャンネルは動画プロ,149.64,2.88
チャンネルからおまんじで解明しましたの,151.26,3.24
ままですこうやってねわからないことが,152.52,3.299
あったらどんどん回答していきますからね,154.5,2.94
それによってオークションがしっかりと,155.819,4.341
盛り上がってくるねさあ,157.44,6.299
4分目離したら10万1000円になっ,160.16,6.52
てるちょっと目離せないねこれねああ良く,163.739,4.86
ないなちんちんを舐めたいっていう,166.68,3.9
チャンネル名でもいいですかこれも,168.599,4.381
ちゃんと答えとかないとなぞくに反する,170.58,4.26
名前に設定することができませんって急に,172.98,3.6
この冷たい突き放し,174.84,4.14
傷があるのでしょうかないとは言い切れ,176.58,5.58
ません1日放置して明日どうなってるか,178.98,5.16
ちょっと見てみたいと思います最初20分,182.16,4.14
で10万5000円ですからね,184.14,4.5
正直どうなるか予もつきませんがまあ無事,186.3,3.96
に開始できたよということでね,188.64,3.36
オークション開始直後の様子はこんな感じ,190.26,3.96
でございましたそれでは1日待ちたいと,192.0,3.29
思います,194.22,6.599
[音楽],195.29,8.55
何してんの,200.819,3.021
くつろいのね,204.12,2.66
[音楽],210.29,10.93
じゃなくて,219.26,3.94
すいませんねちょっと動画撮るんで横失礼,221.22,4.439
しますねということで命名犬オークション,223.2,3.24
開始から,225.659,2.701
丸1日が経過いたしました,226.44,3.719
昨日の時点からね見ないようにしてたんで,228.36,3.299
いいくらいになったかちょっとチェックし,230.159,3.781
てみましょう,231.659,3.36
さあ,233.94,5.219
来ましたじゃじゃーん3003万2000,235.019,4.14
前回の娘への200万を超えてしまいまし,242.34,4.259
たね215,244.86,4.26
件あと6日間ありますからね,246.599,5.581
うわーこれはどうなんでしょうねこっから,249.12,5.22
上がるのかなもうこの人でいいやってなっ,252.18,3.54
ちゃいそうだけどね,254.34,3.6
質問めっちゃ来てるちょっと見てみよう,255.72,4.56
例えば毎日走行と着いた場合その名前の,257.94,4.92
効果は発動されるんでしょうか,260.28,3.78
命名することは可能ですが,262.86,2.88
投稿頻度や動画のスタイルに影響を与える,264.06,3.72
ことは一切できません,265.74,2.76
送信,267.78,2.22
購入しててくださいね動画的に見て,268.5,3.24
いただくという方法も良いのでしょうか,270.0,3.9
相談相手になることを可能ですが最終的な,271.74,5.28
決定券は落札者にありますといたずら,273.9,4.859
入札されたものが落札者になった場合は,277.02,3.3
どのような対応するのでしょうか,278.759,3.901
入札の際に本人確認を行っているので後日,280.32,4.379
正式に地獄に叩き落とします,282.66,4.02
送信いつもお世話になっておりますすみ,284.699,3.961
ませんこちらの商品なのですが無料で,286.68,3.54
オイルでいたことは可能でしょうか,288.66,3.9
うちには小さい子供と病気の母と扇の,290.22,4.14
ブラジル人が20人いますよろしくお願い,292.56,2.94
します,294.36,2.399
不可能です,295.5,3.78
毎日投稿麻生太郎の旅行チャンネルへ変更,296.759,4.44
は可能でしょうか,299.28,3.66
麻生太郎さん本人が落札した場合は可能,301.199,4.56
ですそうでない場合は毎日投稿麻生太郎の,302.94,4.5
旅行が見たいチャンネルなどにしてもらう,305.759,3.241
必要があります,307.44,3.72
送信こちらの商品をプロポーズに購入する,309.0,4.139
のは大丈夫でしょうかさやか愛してるぞ,311.16,3.3
結婚してくださいチャンネルにする予定,313.139,2.881
です,314.46,4.44
素敵だと思いますいやー1日で300か,316.02,6.06
ちょっとまだ予想はできませんがね今後も,318.9,4.2
目を離さないようにチェックしていき,322.08,2.7
ましょう基本的に1日ごとにとっていき,323.1,3.72
ますかねそれではまた明日見てみたいと,324.78,4.94
思いますおやすみなさい,326.82,2.9
はいということでですねなんと,331.08,4.2
驚きなんですけども,334.08,4.559
命名犬オークションあとちょっと鮭カメラ,335.28,6.0
ずらさないで尻尾を立てるよ常に猫に邪魔,338.639,3.84
される系YouTuberって強いです,341.28,2.58
けどもなんと,342.479,3.601
オークション終了まで残り10分となって,343.86,3.899
おりますなぜこんなことになってるのか,346.08,5.52
あの3日目全然映らん3日目4日目とかね,347.759,6.0
意外と思ってるねバーンと上がらなくて,351.6,4.68
まあまあまあ今はいっかと思ってたらね,353.759,3.961
こんなタイミングになってしまいました,356.28,3.84
さすがに今だけは動画を撮ろうと回して,357.72,5.4
おりますそれでは現在の値段ね見てみたい,360.12,4.2
と思います,363.12,4.799
えー出品中でいいのかなはいててあの個人,364.32,6.18
チャンネルあー出てる,367.919,5.581
680万8000円,370.5,3.0
残り10分っていう風に出てますね,374.039,5.641
えー390件も入札されておりますあでも,376.199,5.521
意外と1000円ずつ上がったりしてるん,379.68,4.98
ですねあそこ評価とかって書いてあるから,381.72,5.96
多分過去に入札,384.66,3.02
身を真剣な顔してるんでしょうなあんた,388.5,6.539
[音楽],390.92,5.559
真剣な顔でうんちしてる場合じゃない,395.039,2.701
でしょそこで,396.479,4.021
終わるんだよそんななんか前に行く,397.74,5.519
前にくってなるんだねうんちする時ね,400.5,4.38
終わった,403.259,2.341
終わったの,404.88,4.259
残り3分となりましたが変わりませんねあ,405.6,4.62
残り2分,409.139,2.121
変わらないね,410.22,3.36
[音楽],411.26,5.86
うんちだ匂いがすごいあ,413.58,6.119
残り1分となりましたこれは,417.12,4.56
終わるかなさすがに,419.699,4.62
終了時間間もなくかと思われる入札件数,421.68,5.0
390件,424.319,5.88
680万8000円さあもう終わるぞ,426.68,6.459
あ,430.199,5.661
終了しました,433.139,2.721
ということで,438.66,4.319
哲也の個人チャンネル命名権150万人,440.22,5.46
までのこちらの商品アクセス総数,442.979,5.701
173万3553,445.68,3.0
え入札件数390件ということで,448.979,6.06
680万8000円にて,453.199,5.461
落札お疲れ様でした,455.039,3.621
後日ねこの落札者と連絡を取りまして,458.94,5.759
チャンネル名をね何にするかというのを,462.36,5.16
聞いてそれをねこの動画の中でお伝えして,464.699,4.381
終わりにしたいなと思いますんでねという,467.52,5.06
ことでお疲れ様でした,469.08,3.5
さあついにチャンネル名が決まる日が来,474.479,4.381
ました,476.94,4.379
命名権を落札した方とねやり取りをしまし,478.86,5.339
て今なんとズームで繋がっておりますまだ,481.319,4.621
こっちの音声が聞こえてないんですけどね,484.199,4.201
事前にもう何も聞かないようにしました今,485.94,5.159
からどんな人なのかね全部目的とかも含め,488.4,5.28
て聞いていこうかなと思うんでね一緒に,491.099,4.261
衝撃を味わっていきましょうじゃあ行き,493.68,2.4
ますね,495.36,3.839
投げますもしもしあもしもし,496.08,5.459
男性ですねどうも始めました初めまして,499.199,4.321
10日部の哲也と申しますどうも,501.539,3.961
初めましてベリタンています,503.52,3.119
ベリタンさん,505.5,3.539
相性がブレたんですかそうですね自分あの,506.639,5.46
大阪南のクラブロッシュというお店で,509.039,5.221
コストの代表をやりながら,512.099,3.661
YouTubeもやってて,514.26,3.12
ホストの代表さんかつYouTuber,515.76,3.899
ああそうですね,517.38,3.18
ホ,519.659,2.82
代表ってことはだから金持ちなのか,520.56,3.779
なるほどねちょっとこれ効きすぎるとどう,522.479,4.021
いう系のチャンネル名にしたいかがなんと,524.339,4.68
なく見えそうだからあまりこの段階で聞け,526.5,5.16
ないんですよねそうですねまあそのお金と,529.019,4.38
かに関してはもう自分がYouTubeを,531.66,4.619
23年ぐらいずっとやっててでその,533.399,4.5
YouTubeの収益とか,536.279,3.661
社会人の時にもずっと貯めてたお金だっ,537.899,4.081
たりその貯金をなんかいつかなんか自分の,539.94,3.899
ためとかこのYouTubeの企画とかで,541.98,4.799
何か使えたらなと思って使う機会はここだ,543.839,5.461
なと思ってなるほどですあほんまにすごい,546.779,4.62
憧れのYouTuberさんでもう東海,549.3,4.26
さんのチャンネルで出るのがすごい夢だっ,551.399,4.861
たのでイカダの初期の何回から見たりして,553.56,3.66
たんで,556.26,2.66
僕今27なんですけど,557.22,6.36
大学の頃から見てて憧れだったので嬉しい,558.92,7.599
なっていう気持ちもありますし自分がその,563.58,4.92
家庭事情もあったりとか叶えたりもあって,566.519,3.781
ホストもやってるんですけどやっぱりその,568.5,3.72
世の中のホストに対しての偏見ってすごい,570.3,3.719
のでまこうやってなんか大手のチャンネル,572.22,3.72
さんを通して少しでも,574.019,3.961
ホストに触れて偏見とかなくなればなって,575.94,4.079
いう思いもあったので,577.98,3.78
YouTubeやってなかったらじゃあお,580.019,3.901
店の宣伝なのかなーとか思うけど,581.76,3.54
YouTubeの企画でってなると,583.92,3.24
ちょっとどっちかわからなくなってきまし,585.3,4.32
たねこれはちなみにこれこの方はね落札し,587.16,3.9
て権利を得てるので,589.62,4.5
僕含め全く文句言う権利がないですからね,591.06,6.24
宣伝でもボケてもボケなくても何でももう,594.12,5.339
この人の自由自在という権利を持って,597.3,4.26
るってことちゃんと理解した上で見て,599.459,2.88
くださいね,601.56,2.04
プレミア効果になっちゃったらの皆さん,602.339,3.601
分かりましたか今から聞きますからねまあ,603.6,4.08
純粋な気持ちでちょっとチャンネル名決め,605.94,3.12
させていただきたいなって思ってます,607.68,3.54
なんかもしかしたら感動の動画になっ,609.06,3.68
ちゃってるんじゃないのこれ大丈夫かな,611.22,3.72
こういう方に落としてもらえて良かっ,612.74,4.3
たってちょっと思いました本当にもう,614.94,4.56
好きに使っちゃってくださいでは,617.04,4.38
チャンネル名を聞いちゃいましょうかね僕,619.5,4.74
の個人チャンネルの名前が何になるかを,621.42,5.52
言っていただきましょうそれでははい,624.24,5.3
お願いします,626.94,2.6
エリたんで検索お願いします,630.66,7.58
[音楽],632.6,7.78
バカシンプルだった,638.24,5.38
ベリタンで検索お願いします見てください,640.38,5.76
これでこれでいいですこれではいこれでお,643.62,4.32
願いしますはいこちら,646.14,4.5
ベリタンで検索お願いしますこれで本当に,647.94,4.62
大丈夫ですかまだ帰れますよそうですね,650.64,4.8
あんまりその長すぎてもいいかなとは思う,652.56,6.779
んでこれでお願いしますはいこの瞬間から,655.44,6.12
僕の個人チャンネルの名前は,659.339,4.44
ベリタンで検索お願いします」になりまし,661.56,4.219
た,663.779,2.0
すいませんありがとうございます,666.6,2.88
ありがとうございますはいお友達です個人,667.14,3.66
チャンネルベリタンで検索お願いします,669.48,2.9
ようこそ,670.8,4.14
もうこれ言うだけだけど大丈夫ですか本当,672.38,4.36
にめちゃくちゃ嬉しいです,674.94,3.54
ちなみに検索したら何が出てくんだ,676.74,3.779
ベリタンで検索した結果Twitterが,678.48,3.599
出てきますねブレイキングダウンの,680.519,2.701
オーディション出てんですかあ,682.079,2.94
オーディション出てますそれが一番最初出,683.22,2.4
てきた,685.019,1.741
ベリタンランド,685.62,3.3
YouTubeのチャンネル名,686.76,4.38
がチャンネル名でやらせていただいてて今,688.92,4.68
んとこ検索お願いします」って言って検索,691.14,4.319
してもらうとTwitterインスタ,693.6,2.94
YouTubeが出てくるっていうのが,695.459,3.181
分かったんでちょっとここら辺しっかり,696.54,3.299
強化して頑張ってくださいねはい,698.64,2.879
ありがとうございます,699.839,3.24
検索してもらった結果も大事なんで,701.519,3.961
やっぱりもうこんだけね言う以上はね検索,703.079,4.681
した先がやっぱりいいものであり続けて,705.48,3.96
欲しいというね願いも込めてしっかりと,707.76,3.78
動画で寄せていただきますんでちなみに,709.44,3.54
検索された,711.54,4.14
挙句野望はなんかあるんですかま僕,712.98,5.039
ポストのお店をやっていただいてるんです,715.68,3.3
けど,718.019,2.76
新しくYouTubeチャンネルとかも,718.98,4.38
ホスト用で作っていったりとかお店の規模,720.779,4.74
もでかくしていきたいなと思っててま,723.36,4.08
先ほど言わせていただいたんですけどあの,725.519,3.421
ホストに対しての偏見とかもそうですし,727.44,4.019
もうホストが身近なものになっていければ,728.94,5.22
いいかなと思っててまあそういう思いも,731.459,5.041
込めてこの先の野望をかなえていけたら,734.16,4.5
いいかなって思っておりますはい,736.5,3.0
僕も,738.66,3.0
個人チャンネルのね150万人まで皆さん,739.5,4.62
にもっともっとホストが身近なものになる,741.66,4.26
ようにねしっかりとチャンネルを行って,744.12,3.54
いきたいと思いますありがとうございまし,745.92,2.28
た,747.66,2.4
すいませんありがとうございとんでもない,748.2,3.24
もう高額で落としていただける本当に,750.06,2.88
ありがとうございますYouTubeも,751.44,2.82
Twitterもインスタもホストもこれ,752.94,3.36
からも頑張ってくださいはいありがとう,754.26,3.84
ございましたありがとうございましたこれ,756.3,2.76
からも応援しますありがとうございます,758.1,2.1
ありがとうございます,759.06,4.44
失礼しまーすはいということでね哲也の,760.2,5.04
個人チャンネル動画アップロード,763.5,3.54
チャンネルそしておまんじゅうと減ってき,765.24,3.96
たこのチャンネルはベイたんで検索お願い,767.04,4.919
しますという名前でね150万人まで活動,769.2,4.68
していきたいと思いますんでね動画プロ,771.959,3.661
チャンネルとか饅頭とかねこういうグッズ,773.88,3.3
とかラバーキーホルダーとかなりました,775.62,4.32
けどベリタンで検索お願いしますという,777.18,4.68
グッズはねおそらく出ないのではないかな,779.94,4.32
と思いますんでねこれでもいいなベリタン,781.86,4.919
を応援したいなという方は今まで通りの,784.26,4.62
応援でお願いしますそしてもしこの名前を,786.779,5.521
ね早く変えたいなって思うぐらいの感じの,788.88,6.72
人はチャンネル登録をしてくれてもいい,792.3,5.88
ですちなみに減ったからといってねお饅頭,795.6,4.02
に戻るとかはないので,798.18,3.959
便利担当哲也に明るい未来が待っており,799.62,4.26
ますようにそしてねさっきも言いました,802.139,4.32
けどもちろんこのね命名権どうやっても,803.88,3.84
いいよっていう,806.459,4.021
権利をねお金をして買ったベリタンさんは,807.72,3.72
ねもう,810.48,2.88
真っ当な超マットな使い方してるんでそれ,811.44,4.32
に文句を言う方がもしいたらねじゃあお前,813.36,4.74
が落とせたなってしまうのでそこはね,815.76,4.139
言わないようにお願いいたしますベリタン,818.1,4.679
で検索お願いしますというねこの名前には,819.899,4.68
愛を持ってやっていきますのでねベリー,822.779,4.201
さんで検索お願いします」をよろしくお,824.579,3.541
願いいたします,826.98,3.359
わー言いなりなそーしばらくちょっと生,828.12,3.24
配信とかでもね,830.339,3.24
練習したりしようかなこの動画が出た24,831.36,3.96
時間以内だよねチャンネル名を変えて,833.579,4.981
おこうと思いますのでねあの最後のお饅頭,835.32,4.62
スクショしておいてくださいということで,838.56,3.18
たくさんの方々オークションへの参加本当,839.94,4.44
にありがとうございました150万人一生,841.74,4.56
超えれないかもしれないし超えたとしても,844.38,3.0
オークションはもうないのではない,846.3,4.62
でしょうかと思います多分人生最後の,847.38,5.639
個人チャンネル命名犬オークションでした,850.92,4.02
また次回の動画でお会いしましょう,853.019,2.941
さよなら,854.94,4.359
[音楽],855.96,3.339
