text,start,duration
対策できることはないのか今日の動画を見,108.9,3.899
てもらえればヒントがつかめるかなと思い,111.119,2.341
ます,112.799,2.761
ぜひ最後まで見ていってくださいそれでは,113.46,3.6
解説いきましょう,115.56,4.32
納付期間45年に延長検討ニュースまず,117.06,4.919
こちらのニュースについて解説しますこの,119.88,3.3
パートでは,121.979,2.82
国民年金の基礎知識,123.18,4.14
ニュースの解説そして対策この3つについ,124.799,5.341
て順番に解説していきます何歳まで生きれ,127.32,4.919
ば元が取れるのか一体いくらぐらい,130.14,4.679
もらえるのかそんな基本は知ってるよって,132.239,5.461
方はニュースの解説から見てください1つ,134.819,6.06
目国民年金の基礎知識ここからですね日本,137.7,6.179
の年金制度は3階建てになっていますが,140.879,6.061
国民年金はその1回部分にあたります,143.879,4.681
加入者はこの通り,146.94,5.18
第1号被保険者これは自営業者学生など約,148.56,6.66
1453万人が入っていますそして第2号,152.12,6.24
被保険者これは会社員や公務員など約,155.22,6.18
4485万人が入っていますそれから第3,158.36,6.04
号被保険者これは第2号被保険者に付与さ,161.4,5.64
れている配偶者こちらが約820万人い,164.4,3.419
ます,167.04,2.699
フリーランスや専業主婦が加入しているの,167.819,3.901
は国民年金だけなので,169.739,4.321
老後生活のイメージは1回建ての平屋です,171.72,5.94
そして会社員や公務員は1階部分の国民,174.06,6.899
年金だけではなく2階部分の厚生年金にも,177.66,4.38
加入しているので,180.959,3.42
老後生活のイメージは2階建ての戸建てに,182.04,5.16
なりますさらに大企業に努めている人や,184.379,4.801
idecoなどをやっている人は3階部分,187.2,5.039
にあたる企業年金指摘年金があります,189.18,5.58
老後生活のイメージは3階建ての豪邸って,192.239,4.801
いった感じでしょうかさてこの1階部分に,194.76,3.78
あたる国民年金,197.04,4.02
自分が納付する保険料と自分がもらえる,198.54,5.1
年金額この2つの関係がどうなっているの,201.06,4.319
か確認していきましょう,203.64,4.58
保険料は令和4年度現在で月額,205.379,4.741
"16,590円です",208.22,4.72
国民年金の加入期間は20歳以上60歳,210.12,4.259
未満の40年間,212.94,4.92
"保険料総額はこうなります16,590円",214.379,7.261
×12ヶ月×40年で約800万円,217.86,5.939
新車のベンツやBMW1台分ぐらいですか,221.64,5.94
ねこれが40年間で支払う金額ですね一方,223.799,7.201
で65歳から受け取れる年金額はこの通り,227.58,6.719
令和4年度は年間約78万円つまり,231.0,6.06
総額800万円を納めて毎年78万円,234.299,3.72
もらえる,237.06,4.86
単純計算で800÷7形で約10.3年で,238.019,6.36
元が取れるということになります2021,241.92,5.28
年時点で日本人の寿命はこの通り,244.379,4.621
男性は81.5歳,247.2,5.22
女性は87.6歳これを見る限り統計的に,249.0,6.78
は国民年金は無能悪い賭けではないですね,252.42,5.879
平均寿命まで生きた場合の年金受取総額は,255.78,3.54
こうなります,258.299,3.72
男性の場合は約1250万円,259.32,5.64
納付した保険料の約1.6倍が受け取れる,262.019,4.921
女性は約1700万円,264.96,4.92
納付した保険料の約2.2倍が受け取れる,266.94,5.4
国民年金は終身年金ですから,269.88,5.099
長く生きれば生きるほど得をしますなので,272.34,5.76
国民年金は平均寿命を考えると損する確率,274.979,4.621
の方が低いし,278.1,3.659
終身年金なので長生きリスクにも対応,279.6,4.44
できるし今や人生100年時代ですからね,281.759,5.281
そして怪我や病気で働けなくなった時には,284.04,4.62
障害年金がもらえるし,287.04,3.9
自分にもしものことがあった場合家族は,288.66,4.02
遺族年金がもらえます,290.94,2.46
要するに,292.68,2.82
シンプルにいい年金なんです,293.4,4.68
巷に溢れている年金制度に関する悪い話は,295.5,4.5
ここまでに紹介した,298.08,3.839
客観的な数字を元に考えなくてはいけませ,300.0,5.28
ん年金未納問題は先ほどの数字にどう影響,301.919,4.381
するのか,305.28,3.54
支給開始年齢が70歳などにずれると,306.3,4.8
先ほどの数字にどう影響するのかという,308.82,5.4
感じでとにかく数字で考えるのがコツです,311.1,5.94
数字で考えることは枝葉だけではなくて気,314.22,5.1
全体を見るってことにつながります,317.04,4.14
枝葉の一部が傷ついているのかっていう話,319.32,2.58
と,321.18,2.579
気全体が腐ってしまったのかっていう話,321.9,3.96
これをしっかり区別しなくてはいけない,323.759,4.561
ですからねまだより書かれる気なのにそこ,325.86,4.74
から離れてしまってはかえって自分の生活,328.32,5.34
が苦しくなる可能性がありますさて今回,330.6,4.14
話題になっているのは,333.66,4.02
国民年金の保険料の不機関が60歳まで,334.74,5.399
だったのにそれが65歳までに伸びるかも,337.68,4.32
しれないっていう話でしたね,340.139,4.261
以上の基礎知識を前提にニュースの解説に,342.0,3.3
移ります,344.4,2.82
次ニュースの解説,345.3,4.32
産経新聞の記事を一部引用します,347.22,5.34
政府は国民年金基礎年金の保険料の不機関,349.62,6.24
を現行の20歳以上60歳未満の40年間,352.56,4.62
から延長し,355.86,4.86
65歳までの45年間とする中に入った,357.18,6.6
自営業者や60歳以降は働かない元会社員,360.72,6.24
らは負担が増す企業の雇用延長などで65,363.78,5.759
歳まで働く人は現在も保険料を払っており,366.96,3.959
負担は変わらない,369.539,3.72
関係者への取材で15日分かったこうです,370.919,4.381
ねちょっと分かるようなわからないよう,373.259,3.601
なって感じですかね,375.3,3.959
重要ポイントは次の通りまずいつからそう,376.86,4.74
なるのこれについての回答は,379.259,5.761
60歳から65歳の延長はまだ決定事項で,381.6,4.86
はありません,385.02,4.2
政府は再来年つまり令和6年で結論を出し,386.46,3.359
て,389.22,3.24
例は7年の国会での改正法案の提出を,389.819,4.201
目指しているとのことです,392.46,3.78
国民の反発が強ければ見直しもありえる,394.02,4.86
でしょうそれから誰の負担がどれぐらい,396.24,4.86
増えるのかこれについての回答は,398.88,5.28
負担が増えるのは60歳から65歳までの,401.1,5.719
自営業者や働かない人元会社員などです,404.16,7.2
最近は60歳で定年退職した後65歳まで,406.819,7.301
再雇用で働く人が増えましたね今や60歳,411.36,6.119
から64歳のうち71.5%の人が働いて,414.12,4.38
います,417.479,2.581
国家公務員などについても,418.5,4.56
定年が令和5年以降段階的に最終的には,420.06,4.859
65歳まで延長されることが決まってい,423.06,2.699
ます,424.919,1.921
会社員として,425.759,3.361
再雇用で65歳まで働く人,426.84,5.4
定年延長で65歳まで働く公務員こういう,429.12,4.019
人たちは,432.24,3.36
65歳まで年金保険料を払うことになって,433.139,5.221
いるわけですですから期間が延長されても,435.6,4.92
負担が増えるということにはなりませんで,438.36,5.16
は自営業者や60歳以降働かない人の負担,440.52,4.619
はどれほど増えるのか,443.52,4.38
先ほど確認した通り令和4年時点での年金,445.139,6.661
保険料は月額1万6590円です年間だと,447.9,6.72
約20万円ですねそして延長期間は5年な,451.8,3.48
ので,454.62,3.78
総額では20万円×5年で100万円の,455.28,5.819
負担増となりますそれから需給額が増える,458.4,3.66
のか,461.099,3.841
シンプルに100万円負担が増えます設定,462.06,5.46
言われたら地獄ですよねでもこれは年金,464.94,3.36
です,467.52,2.88
保険料の納付期間が延長して,468.3,4.08
保険料の納付が増えるからには,470.4,4.139
受け取れる年金も増えるはずです,472.38,4.14
記事には書かれていませんでしたが,474.539,3.78
厚生労働省の試算によると,476.52,4.86
保険料の納付期間が40年から45年に,478.319,6.0
延長されることで年金受給額も40分の,481.38,5.939
45倍になるとのことですつまり需給額も,484.319,5.701
増える想定なんですねまあこれを聞いて,487.319,5.1
政府の言うことなんて信用できるかって人,490.02,4.019
も少なくないと思いますが,492.419,4.201
少なくとも資産上はそうなっていますこう,494.039,5.1
やって見てみると日本人の平均寿命が,496.62,3.72
どんどん伸びて,499.139,4.021
会社員や公務員の定年が60歳から65歳,500.34,4.919
に延長されることに伴って,503.16,4.74
自営業者なども65歳まで保険料を負担し,505.259,4.081
てもらおうかなっていう流れだということ,507.9,2.88
がわかりますね,509.34,3.24
次に対策ですね,510.78,4.199
国民年金保険料の納付が始まったのは今,512.58,6.3
から約60年前1961年のことです,514.979,6.06
当時の平均寿命はこうでした,518.88,5.159
男性は約66歳今は約81.5歳です,521.039,7.021
そして女性は約70.8歳今は約87.6,524.039,4.621
歳,528.06,3.06
寿命はひたすらに伸び続けていますそうで,528.66,3.299
ある以上,531.12,2.82
保険料の納付期間の延長,531.959,4.5
需給開始年齢の繰り下げこういった話題は,533.94,6.0
今後も出続けるでしょうではこの現実に,536.459,5.521
対して同対策していけばいいのか,539.94,3.78
結論この3つです,541.98,3.0
働き続ける,543.72,2.58
資金繰りしておく,544.98,4.26
保険料免除制度を活用するこの3つですね,546.3,4.62
順番に見ていきましょう,549.24,4.86
対策1つ目は働き続ける最もシンプルな,550.92,4.32
対策がこれです,554.1,2.46
老後問題というのは,555.24,4.02
老後があるからこそ生まれる問題です,556.56,5.279
生涯現役を貫くつもりなら老後問題はなく,559.26,3.72
なります,561.839,3.901
生涯現役を貫く人にとって国民年金という,562.98,3.359
のは,565.74,3.36
病気や怪我華麗などで働けなくなった時の,566.339,5.101
保険でしかないってことですまさに国民,569.1,5.04
年金保険っていう言葉の通りですね,571.44,4.62
寿命が伸び続ける世界は,574.14,4.02
好きや得意な仕事をやり続けられる人に,576.06,4.32
とっては何でもありませんがそうじゃない,578.16,4.14
人にとっては残酷です,580.38,4.56
好き得意な仕事の価値はこれからも高まり,582.3,4.02
続けるでしょう,584.94,3.66
対策に資金繰りしておく,586.32,5.04
60歳から65歳の間に100万円負担が,588.6,4.859
増えるけどその後10年ちょっとで,591.36,4.02
取り返せるという前提に立つならこの,593.459,3.241
100万円は,595.38,3.24
要は資金繰りの問題です,596.7,3.9
先に100万円用意しておくことができれ,598.62,4.8
ば保険料の納付は資産運用と何らかあり,600.6,3.72
ません,603.42,3.06
60歳で引退したいのならそれまでに,604.32,4.079
しっかりお金を貯めておけばいいだけの話,606.48,3.0
です,608.399,2.041
対策3,609.48,4.5
保険料免除制度を活用するもし60歳から,610.44,6.12
65歳の間に納付すべき100万円を用意,613.98,3.9
できなかったら,616.56,3.18
用意できなかったのに仕事を辞めたかっ,617.88,4.86
たらそういう人は保険料免除制度を使い,619.74,3.84
ましょう,622.74,2.58
国民年金にはこういう制度があります,623.58,3.42
こちらですね,625.32,4.74
所得が少ない人は所得水準に従って保険料,627.0,5.16
を免除してもらうことができます,630.06,3.36
免除される額は,632.16,3.48
全額4分の3,633.42,5.22
半額4分の1の4種類があります,635.64,5.759
保険料の納付を全額免除された場合でも,638.64,5.819
保険料を全額のほぐした場合の1/2年金,641.399,5.641
受給額が増えます1円も納付していないの,644.459,3.181
に,647.04,3.479
本来の50%分年金がもらえる非常に,647.64,4.139
助かる制度です,650.519,4.081
国民年金というのは日本の年金制度の根幹,651.779,6.12
です1階部分が崩れたら2回も3回もあっ,654.6,4.5
たもんじゃないですね,657.899,4.081
国とには国民年金の信頼性を確保するのは,659.1,4.5
最優先事項,661.98,4.44
誰が同計算しても損をするそんな制度には,663.6,5.34
しないでしょうそういう意味で国民年金は,666.42,4.859
これからも比較的いい精度であり続けると,668.94,6.12
思いますでも現実として日本では少子高齢,671.279,5.101
化が進んでいます,675.06,4.019
国民年金1階部分をそんな制度にできない,676.38,6.42
のならばそのツケはどこに行くのかそれは,679.079,5.7
厚生年金に行くしかないんですね,682.8,3.36
ずっと昔から言ってる,684.779,3.901
国民年金は割には保険なんだけど,686.16,4.679
厚生年金は割に合わないって言ってる構成,688.68,5.219
年金2階部分ですねというわけで次の話題,690.839,4.081
に移ります,693.899,1.741
次,694.92,3.359
厚生年金による国民年金の穴埋め検討,695.64,5.1
ニュースこれですねこのパートでは,698.279,3.961
厚生年金の基礎知識,700.74,2.64
ニュースの解説,702.24,2.88
対策この3つについて,703.38,3.84
順番に解説していきたいと思います,705.12,4.92
国民年金のパートと同じく何歳まで生きれ,707.22,5.1
ば元が取れるのか一体いくらぐらい,710.04,4.68
もらえるのかそんな基本は知ってるよって,712.32,4.74
方はニュースの解説から見てくださいそれ,714.72,3.119
では,717.06,3.36
厚生年金の基礎知識ここからとかですね,717.839,5.461
厚生年金というのは日本の年金制度の2階,720.42,4.32
部分にあたります,723.3,3.12
厚生年金に加入しているのは,724.74,3.48
会社員や公務員ですね,726.42,4.859
保険料は標準報酬月額ってものをベースに,728.22,4.02
決まります,731.279,3.721
国民年金のように月額いくらって固定で,732.24,4.32
決まっているわけではありません,735.0,3.6
標準報酬月額っていうのはこんな感じです,736.56,3.6
ねこちらです,738.6,4.739
例えば月給が19万5千円から21万円の,740.16,3.9
人は,743.339,4.281
厚生年金保険料は3万6600円ただこの,744.06,6.18
"36,600円を全額自分で負担するわけ",747.62,3.76
ではなくて,750.24,3.839
厚生年金保険料は労使セッパーなので,751.38,5.28
自己負担分は18300円,754.079,4.801
残りの1万8300円は会社負担です,756.66,5.22
つまり会社が出してくれるんですねそして,758.88,6.18
月給が31万円から33万円の人は,761.88,6.3
厚生年金保険料は5万8560円,765.06,6.6
同じく全体の半額の2万9280円が自己,768.18,4.14
負担,771.66,3.119
残りの半分は会社負担っていう感じです,772.32,5.04
自分が払ってる分と同じ額だけ会社も払っ,774.779,3.961
てるってわけですね,777.36,4.14
基本的に給料が上がれば上がるほど保険料,778.74,4.62
が増えていきますそして,781.5,4.92
厚生年金の保険料には実質的に国民年金分,783.36,4.56
が含まれています,786.42,4.26
厚生年金に加入している人は1階部分も2,787.92,4.859
階部分もまとめて払ってるんですねその,790.68,5.399
ため需給額は次の2つの合計になります1,792.779,6.601
つ目が国民年金先ほど解説した通り満額で,796.079,6.541
年額約78万円ですそれから2つ目が厚生,799.38,6.12
年金の報酬比例部分これの計算式が,802.62,4.56
めちゃくちゃややこしくて概算なんです,805.5,2.459
けど,807.18,4.099
加入期間×その期間の平均年収×,807.959,6.361
0.005481この計算式で概算が出,811.279,3.881
ますね,814.32,3.66
例えば金属年数40年でその期間の平均,815.16,6.54
年収が500万円の場合時給額は40年×,817.98,7.08
500万円×0.005481,821.7,6.48
=全額約110万円になりますこれを,825.06,5.459
先ほどの国民年金と合わせると年額約,828.18,3.719
190万円,830.519,3.541
ざっくり付き15万円ちょっとの需給が,831.899,3.961
食っていったところでしょうかね結構,834.06,3.06
ややこしいでしょ,835.86,3.0
わからなくなっちゃいますよねまあでも,837.12,3.6
ゆっくり計算していけばできる内容なので,838.86,4.2
今はそんなもんなのかっていう程度でいい,840.72,6.78
ですさて国民年金1階部分は65歳で受給,843.06,7.019
開始してから約10年生きると元が取れ,847.5,4.56
るっていう計算でしたでは,850.079,4.861
厚生年金はどうなのかここにね一つ,852.06,4.92
超重要論点があるんですよ,854.94,4.62
会社負担分の保険料をどう考えるかって,856.98,3.72
いう問題です,859.56,4.2
実は世の中には2つの勢力があります1つ,860.7,4.439
目の勢力は,863.76,4.259
厚生年金保険料のうち半分は会社が払って,865.139,4.861
くれてるありがたいなって考える人たち,868.019,4.681
それから2つ目の勢力が,870.0,5.04
厚生年金保険料のうち半分は,872.7,5.16
本来自分が給与としてもらうものだと,875.04,5.159
会社が納めてるって言っても実質的に自分,877.86,4.44
が収めているのと変わらないって考える人,880.199,4.621
たちこれどう考えるかで全然変わってくる,882.3,3.479
んですね,884.82,3.66
仮に前者を会社ありがとう派,885.779,5.761
校舎をそれ俺のお金かと呼びましょう,888.48,5.52
会社ありがとう派の場合損得の計算はこう,891.54,3.659
なります,894.0,4.44
先ほどの計算例と同じで金属年数40年,895.199,5.401
平均年収500万円とすると,898.44,5.1
支払う保険料の総額は約1800万円これ,900.6,5.52
国民年金部分も含みますそして受け取る,903.54,3.72
保険料の総額,906.12,3.719
受給額の合計は約3000万円,907.26,4.74
男性が平均寿命の81歳まで来た場合です,909.839,5.341
ねこの場合ざっくり支払った保険料の約,912.0,5.519
1.7倍の見返りがあります,915.18,4.92
女性が平均寿命まで来た場合は寿命が長い,917.519,5.94
ので約2.2倍の見返りですどちらも需給,920.1,5.64
開始から約10年で元が取れる計算になり,923.459,3.901
ますしかも,925.74,4.2
厚生年金の加入者に所得の少ない配偶者が,927.36,5.339
いる場合その人は第3号被保険者になる,929.94,5.82
ことができますつまり会社員や公務員をさ,932.699,5.7
れている方で奥さん旦那さんの収入が低い,935.76,5.4
場合はその収入が低い配偶者は,938.399,5.281
保険料を一切払わずして国民年金を,941.16,4.679
しっかり受給できるようになるんですね,943.68,5.219
自己負担分で見れば十分に給付があること,945.839,4.981
配偶者が第3号被保険者になれること,948.899,5.161
そもそも会社員として長期にわたり安定し,950.82,5.819
た雇用があることこういった背景で,954.06,6.06
会社ありがとうになるわけです一方でそれ,956.639,6.06
俺のお金派の場合はどうなるでしょう,960.12,5.3
納付する保険料支払う保険料の総額は,962.699,5.82
1800万円の2倍になりますなぜなら,965.42,5.919
労使折半で会社が負担している保険料は,968.519,5.701
自分が一旦給料として受け取った後自分で,971.339,5.521
納めたものでみなすからですこの場合,974.22,5.58
支払う保険料の総額は約3600万円,976.86,5.7
先ほどの2倍ですねそれから需給額の合計,979.8,5.46
は約3000万円もらう金額は先ほどと,982.56,4.98
変わらないこれだと一気に払いゾーンに,985.26,4.92
なってしまいましたこれでは85歳ぐらい,987.54,4.919
まで生きないと元が取れません,990.18,3.36
現実問題,992.459,3.06
国民年金だけの人よりも,993.54,4.2
厚生年金に加入している人の方が需給額,995.519,4.921
もらえる金額的には多いです,997.74,5.88
フリーランスの年金は年額約78万円一方,1000.44,6.12
で会社員や公務員の年金は平均で年額約,1003.62,4.38
190万円,1006.56,3.66
配偶者がいるならさらにプラスこういう,1008.0,3.36
状況を見て,1010.22,3.539
厚生年金加入者を羨ましいって思っている,1011.36,5.039
国民年金の加入者は長くありませんところ,1013.759,6.361
が会社負担分の年金保険料は本来給与とし,1016.399,6.541
てもらえたはずのものだこう考えると途端,1020.12,5.339
に景色は変わってきますねつまり会社が,1022.94,4.859
年金保険料半分負担してくれてるって言っ,1025.459,2.941
ても,1027.799,3.061
本来社会保険に加入してなければ私が,1028.4,5.22
もらえたはずの給料だそう考えると前提は,1030.86,5.16
かなり変わりますよねこれ本題ではないの,1033.62,5.28
でどちらの考え方が妥当かって話には,1036.02,4.02
踏み込みませんが,1038.9,3.779
実際のところを厚生年金制度が割りよく,1040.04,4.08
売っているのは間違いありません,1042.679,4.14
会社負担分まで含めた厚生年金が払い増に,1044.12,4.199
なっている理由は,1046.819,3.121
厚生年金の保険料を,1048.319,3.681
国民年金の穴埋めに使っているからですね,1049.94,5.7
2階建ての部分に払ったお金なのに1回,1052.0,5.86
部分に使われちゃってるとこれが実際に,1055.64,4.56
自分の家だけだったら2回がしょぼくなっ,1057.86,4.439
てしまった分1回が豪華になるまあなんと,1060.2,3.42
か合うかもしれませんけど,1062.299,3.481
他の人にも使われてしまうと話が変わって,1063.62,3.299
きますよね,1065.78,3.66
先ほども言ったように国民年金は一番,1066.919,5.701
根幹のところですこの国民年金1回部分を,1069.44,6.0
魅力的な制度として維持し続けるためには,1072.62,4.74
厚生年金からお金を引っ張ってこないと,1075.44,3.72
どうしようもないんですね,1077.36,3.72
国民年金を守るために,1079.16,4.86
厚生年金に幸せが行くつまり会社員公務員,1081.08,5.82
に幸せが行くこれが日本の年金制度の実態,1084.02,5.82
ですそしてその流れはこれからさらに強化,1086.9,4.98
されそうですというわけでニュースの解説,1089.84,3.18
に移ります,1091.88,4.14
ニュースの解説日経新聞の記事を一部引用,1093.02,4.08
します,1096.02,3.72
厚生労働省はすべての国民が加入する基礎,1097.1,3.36
年金,1099.74,3.9
国民年金の給付抑制を予定より早く止める,1100.46,6.24
検討に入るマクロ経済スライドと呼ぶ抑制,1103.64,4.5
策を前倒しで終え,1106.7,4.74
支給を今の物価水準で月5万円以上に保つ,1108.14,6.18
会社員が払う厚生年金の保険料や国庫負担,1111.44,4.32
で埋め合わせするこう書いてあるんですね,1114.32,3.96
これも何らかよくわかるようなわからない,1115.76,4.14
ような感じですよね,1118.28,4.62
注目ポイントは2つです1点目はマクロ,1119.9,6.24
経済スライドの前倒し終了2点目は,1122.9,5.7
厚生年金の保険料で埋め合わせるこの2点,1126.14,4.86
ですねなおこちらも最初のニュースと,1128.6,4.68
同じく検討段階です順番に見ていき,1131.0,5.0
ましょうまずマク経済スライドについて,1133.28,6.12
マクロ経済スライドっていうのは年金給付,1136.0,5.2
額を抑制する仕組みです,1139.4,4.74
国民年金は賃金や物価にある程度連動し,1141.2,3.719
ます,1144.14,3.899
現役世代の賃金が増えれば引退世代の年金,1144.919,4.441
受給額も増える,1148.039,4.26
物価が上昇すれば引退世代の年金受給額も,1149.36,5.22
増えるっていう感じですねですが,1152.299,4.681
賃金や物価の上昇に合わせていくらでも,1154.58,4.56
給付額を増やせるわけではありません,1156.98,4.5
給付額の上げすぎは年金制度の破綻に,1159.14,5.34
つながりかねないからですそこで給付額を,1161.48,4.98
上げすぎないようにする仕組みがマクロ,1164.48,3.84
経済スライドですこちらをご覧ください,1166.46,5.52
これですねこの絵のように給付額の上昇を,1168.32,6.3
抑え込むわけです一方でマクロ経済,1171.98,5.52
スライドを発動させすぎると年金生活者の,1174.62,5.939
生活は苦しくなる一方ですそこで最近では,1177.5,5.64
目先の給付額が下がらないようにマクロ,1180.559,4.921
経済スライドの発動が見送られてきた経緯,1183.14,3.48
があるんですね,1185.48,3.42
給付額を抑制したいんだか抑制したくない,1186.62,4.5
んだかよくわからない状況ですね,1188.9,3.18
結果的に,1191.12,4.14
足元の年金給付は2004年時点のそれに,1192.08,5.82
比べて年8.8兆円も多いそうですつまり,1195.26,5.159
今は超過給付なんですね,1197.9,4.8
要は年金の払いすぎです,1200.419,4.921
払い過ぎを続けたら年金制度はいつか破綻,1202.7,5.46
してしまいますこれを解消するにはマクロ,1205.34,4.74
経済スライドをしっかり発動させなくては,1208.16,4.98
いけませんところがところがこれを発動さ,1210.08,5.76
せ続けるとやっぱり給付水準が下がりすぎ,1213.14,4.98
ちゃうみたいなんですね2046年には,1215.84,5.94
最終的な給付額は今より2割以上も低い月,1218.12,6.48
5万円を下回るとのことというわけで議論,1221.78,5.279
になっているのがやっぱりマクロ経済,1224.6,4.38
スライド自体やめちゃおうぜってことです,1227.059,4.921
それでお金が足りなくなるなら別なところ,1228.98,5.88
からお金を引っ張ろうぜこれが政府の考え,1231.98,6.0
のようですそこで記事の注目ポイント2点,1234.86,3.96
目が,1237.98,2.76
厚生年金の保険料で埋め合わせ,1238.82,3.239
るっていうところですマリー,1240.74,3.66
アントワネットはパンがないならケーキを,1242.059,3.661
食べればいいじゃないって言ったそうです,1244.4,3.18
がそんなこと言ってないっていう説もあり,1245.72,4.14
ますけどね日本政府は,1247.58,4.08
国民年金が足りないなら,1249.86,4.439
厚生年金保険料を使えばいいじゃないこう,1251.66,4.2
考えているですね,1254.299,4.62
実はこの話2021年9月にも出てきてい,1255.86,3.84
ます,1258.919,2.941
当時のお金のニュースで解説したので覚え,1259.7,4.44
ている人もいるかもしれませんねこちらの,1261.86,4.02
図をご覧くださいこれですね,1264.14,4.8
現行制度のままでは1階部分の国民年金が,1265.88,4.679
減ってしまいますだから,1268.94,2.76
改革して,1270.559,3.721
厚生年金を減らして1回部分を守ろうそう,1271.7,5.52
いう図ですねこれを受けて当時SNSでは,1274.28,5.16
ちょっとした騒ぎになりました,1277.22,4.92
待った会社員から搾取するのかいい加減に,1279.44,5.4
しやがれという感じですでもこれには,1282.14,5.22
ちょっとした誤解もありましたそもそも,1284.84,4.92
会社員や公務員の受け取る年金にも,1287.36,4.62
国民年金部分はあります1回部分ですね,1289.76,5.64
もし厚生年金の受給額が減っても,1291.98,5.52
国民年金の受給額が増えるなら,1295.4,3.779
トータルの受給額は増えるかもしれない,1297.5,2.94
ですよね,1299.179,3.061
厚生労働省の資料によると,1300.44,4.92
世帯年収500万円ぐらいの家庭では年金,1302.24,5.9
受給額が月額23.8万円から,1305.36,5.819
25.9万円に月額2万円ほど増え,1308.14,5.62
るっていう資産もありますではもし制度,1311.179,4.201
改革が行われた,1313.76,3.659
割を食うのは一体誰なのか,1315.38,5.22
正解は高所得エリートサラリーマンです,1317.419,6.721
具体的には世帯年収約1800万円超,1320.6,6.0
共働きなら年収900万円のパワー,1324.14,4.919
カップルとこのラインの人たちは,1326.6,4.5
国民年金の増加額よりも,1329.059,4.021
厚生年金の減少額の方が大きくなるので,1331.1,5.34
よく言えば富の再分配に貢献,1333.08,6.36
悪く言えば搾取されることになります最終,1336.44,4.92
的にどうなるかはわかりませんが,1339.44,3.479
国民年金のツケを,1341.36,3.299
厚生年金でカバーできる仕組みになって,1342.919,2.701
いること,1344.659,4.081
会社員からは保険料を徴収しやすいこと,1345.62,5.16
源泉徴収で一発ですからね,1348.74,4.679
聴衆もなしですこれは紛れもない現実です,1350.78,6.3
おそらく今後も断るごとに厚生年金が狙わ,1353.419,4.981
れることになるでしょう,1357.08,3.12
次対策ですね,1358.4,3.42
会社負担分も含めると,1360.2,3.66
厚生年金は払いぞになる可能性が高い,1361.82,4.859
しかも今後ますます幸せが来るかもしれ,1363.86,5.819
ないこれなかなかひどい状況ですよねそれ,1366.679,4.921
俺のお金派にとっては,1369.679,3.961
厚生年金の理不尽さは許しがたいものが,1371.6,3.059
あるかもしれません,1373.64,3.899
となると抜本的な対策としては,1374.659,5.461
厚生年金から脱退するしかありません,1377.539,4.981
厚生年金で不合理な思いをするのは会社員,1380.12,5.52
や公務員でいるからですならば独立して,1382.52,5.22
フリーランスや会社経営者になってしまお,1385.64,3.419
うってことですね,1387.74,4.559
対策1つ目フリーランスになる最近会社の,1389.059,5.821
雇用契約を業務委託契約に切り替える例も,1392.299,3.661
出てきました,1394.88,3.6
例えばこんな感じです年収500万円の,1395.96,5.28
サラリーマンAさんが会社と相談の上独立,1398.48,3.66
する,1401.24,4.02
会社からは500万円+会社の社会保険料,1402.14,5.94
