text,start,duration
真骨頂があったのではないでしょうか,438.0,4.52
あなたは,447.08,3.28
諦めない,449.039,3.361
失敗を恐れないということを,450.36,3.36
説得力持って,452.4,3.96
語れる政治家でした,453.72,3.96
若い人たちに,456.36,5.339
伝えたいことがいっぱいあったはずです,457.68,5.94
その機会が,461.699,3.12
奪われたことは,463.62,4.579
誠に残念でなりません,464.819,3.38
5年の私服を経て,468.419,4.021
平成24年,470.759,2.761
再び,472.44,3.84
自民党総裁に選ばれたあなたは,473.52,6.42
当時内閣総理大臣の職にあった私と,476.28,4.5
以降,479.94,3.539
国会で対峙することとなります,480.78,4.5
最も,483.479,4.021
鮮烈な印象を残すのは,485.28,4.259
平成24年,487.5,4.319
11月14日の,489.539,4.261
党首討論でした,491.819,3.66
私は,493.8,6.299
議員定数と人災地の削減を条件に,495.479,6.72
衆議院の解散技術を,500.099,3.72
明言しました,502.199,3.241
あなたの少し,503.819,6.0
驚いたような表情その後の町長発しそれら,505.44,6.42
一瞬一瞬の,509.819,2.261
決して,511.86,1.44
[音楽],512.08,3.74
忘れることができません,513.3,4.5
それらは,515.82,4.92
与党と野党第一党の党首同士が,517.8,4.08
互いの持てる,520.74,3.06
すべてをかけた,521.88,3.12
火花散らす,523.8,4.7
真剣勝負であったからです,525.0,3.5
安倍さんあなたはいつの時も,532.68,6.0
手強い論的でした,536.519,4.26
いや私にとっては,538.68,3.3
敵のような,540.779,3.481
性的でした,541.98,3.84
講師を変えて,544.26,3.24
第96代,545.82,4.56
内閣総理大臣に返り咲いたあなたとの所詮,547.5,4.08
上は,550.38,2.579
本会議場や,551.58,2.819
予算委員会の,552.959,3.781
第一因数です,554.399,3.361
少しでも,556.74,2.58
隙を見せれば,557.76,4.259
容赦なく傷つけられる,559.32,6.36
張り詰めた緊張感激ぶつかり合う言葉と,562.019,6.541
言葉それは一対一の,565.68,5.64
果たし合いの場でした,568.56,6.74
激論を交わした場面の数々がただ懐かしく,571.32,7.16
思い起こされます,575.3,3.18
残念ながら,580.26,4.98
再選を挑むべき相手は,582.54,7.22
もうこの議長には現れません,585.24,4.52
安倍さんあなたは議長では,591.839,4.921
戦う政治家でしたが,594.66,3.78
国会を離れ,596.76,3.6
ひとたび兜を脱ぐと,598.44,4.519
心安い優しい気遣いの人でもありました,600.36,5.039
それは忘れもしない,602.959,7.0
平成24年12月26日のことです,605.399,6.781
解散総選挙に敗れ,609.959,4.681
敗軍の賞となった私は,612.18,5.339
皇居であなたの信任式に,614.64,4.139
全総理として,617.519,3.301
立ち会いました,618.779,3.481
同じ党内でも,620.82,2.88
引き継ぎであれば,622.26,4.62
談笑が絶えないであろう控室は,623.7,7.56
商社と敗者の二人だけが同質となる,626.88,7.2
死因と静まり返って,631.26,5.88
気まずい沈黙だけが支配します,634.08,3.84
その,637.14,3.54
重苦しい雰囲気を最初に変えようとしたの,637.92,3.66
は,640.68,2.64
安倍さんの方でした,641.58,6.9
あなたは私のすぐ隣に歩み寄るお疲れ様,643.32,7.38
でしたと,648.48,4.26
明るい声で,650.7,4.74
話しかけてこられたのです,652.74,5.039
野田さんは安定感がありましたよ,655.44,6.6
あのねじれ国会でよく頑張り抜けましたね,657.779,7.141
自分はご連絡帰り頂きましたあなたにも,662.04,6.0
いずれそういう日がやってきますよ,664.92,5.159
温かい言葉を,668.04,4.26
次々と口にしながら,670.079,3.961
総選挙の敗北に,672.3,4.8
打ちのめされたままの私をひたすらに,674.04,4.2
慰め,677.1,3.78
励まそうとしてくれるのです,678.24,4.5
その場はあたかも,680.88,4.62
傷ついた人を癒すカウンセリングルームの,682.74,5.099
ようでした,685.5,6.42
残念ながらその時の私にはあなたの優しさ,687.839,4.981
を,691.92,2.46
素直に受け止める,692.82,6.66
心の余裕はありませんでしたでも今なら,694.38,7.139
わかる気がします,699.48,4.979
安倍さんのあの時の優しさがどこから,701.519,6.141
注ぎ込まれてきたのかを,704.459,3.201
第一次政権の割に,708.48,4.32
きついの中であなたは,710.579,4.44
入院先の慶応病院から,712.8,6.24
傷ついた心と体にまさに鞭打って,715.019,5.341
福田康夫,719.04,2.4
新総理の,720.36,4.2
新認識に駆けつけました,721.44,4.74
わずか1年で,724.56,3.839
辞任を余儀なくされたことは,726.18,4.5
誇り高い政治家にとって,728.399,5.461
耐えがたい屈辱であったはずです,730.68,5.04
あなたもまた,733.86,4.02
絶望に沈む心で,735.72,3.9
控え室での苦しい,737.88,3.36
待ち時間を過ごした,739.62,5.52
経験があったのですね,741.24,5.52
あなたの,745.14,2.699
再チャレンジの,746.76,3.06
力強さと,747.839,6.421
それを包む優しさは思うに任せる人生の,749.82,8.16
悲哀を味わいどん底のみじめさを,754.26,6.6
知り尽くせばこそであったのだと思うの,757.98,4.94
です,760.86,2.06
安倍さんあなたには,763.68,5.159
謝らなければならないことがあります,766.38,7.74
それは平成24年暮れの選挙戦私が大阪の,768.839,6.12
寝屋川で,774.12,4.5
遊説をしていた際の出来事です,774.959,5.341
総理大臣たるには,778.62,3.719
胆力が必要だ,780.3,5.52
途中でお腹が痛くなってはダメだ,782.339,6.721
私はあろうことか,785.82,6.48
公表した気持ちの勢いに任せるがまま,789.06,5.579
聴衆の前でそんな,792.3,5.76
言葉を口走ってしまいました,794.639,6.121
他人の身体的な特徴や,798.06,4.98
病を抱えている苦しさを,800.76,4.92
揶揄することは許されません,803.04,6.299
語るも恥ずかしい大失言です,805.68,6.54
謝罪の機会を持てるまま時が過ぎていった,809.339,4.261
のは,812.22,6.48
永遠の航海です今改めて天井のあなたに,813.6,5.94
深く,818.7,4.759
深くお詫びを申し上げます,819.54,3.919
私からバトンを引き継いだあなたは,827.3,5.5
7年8か月余り,831.0,3.899
内閣総理大臣の職責を,832.8,5.76
果たし続けましたあなたの仕事がどれだけ,834.899,8.101
の激務であったか私にはよくわかります,838.56,6.3
フル刻みのスケジュール,843.0,4.38
海外出張の高速移動と時差で,844.86,5.64
疲労は蓄積その前には,847.38,5.04
政治責任を伴う,850.5,4.8
果てなく決断の連続です,852.42,5.219
容赦ない批判の言葉の刃を,855.3,4.56
投げつけられます,857.639,3.361
在任中,859.86,2.46
真の意味で,861.0,5.66
心休まる時などなかったはずです,862.32,4.34
第一政権から数え,866.7,3.8
通算在職日数,868.68,4.68
3188日,870.5,6.76
延べ196の国や地域を訪れこなした指導,873.36,4.76
会談は,877.26,3.66
1187回,878.12,6.339
最高責任者としての10月と孤独に耐え,880.92,6.96
ながら日本一のハードワーク,884.459,6.961
誰よりも長く続けたあなたにただただ,887.88,7.34
心からの敬意を表します,891.42,3.8
首脳外交の主役として,903.18,4.68
得失すべきはあなたが全くタイプの異なる,904.8,4.38
2人の,907.86,3.24
米国大統領と,909.18,5.459
親密な関係を取り結んだことです,911.1,4.919
立地的な,914.639,5.101
オバマバラク大統領をバラクオバマ大統領,916.019,7.021
巧みに説得して広島にいざない,919.74,6.48
被爆者との対話を実現に導く,923.04,4.38
片や,926.22,3.179
強烈な個性を放つ,927.42,3.719
ドナルドトランプ大統領の,929.399,3.661
懐に飛び込んで,931.139,3.841
ファーストネームで呼び合う関係を築いて,933.06,3.66
しまう,934.98,6.12
あなたに日米同盟こそ日本外交の基軸で,936.72,5.46
あるという,941.1,4.62
確信がなければこうした信頼関係は,942.18,6.899
生まれなかったでしょうただそれだけでは,945.72,4.559
なかった,949.079,5.641
あなたには人と人との距離感を縮める天性,950.279,6.3
の才があったことは,954.72,4.46
間違いありません,956.579,2.601
安倍さんあなたが,960.6,6.599
公認の内閣総理大臣となってから一度だけ,963.12,6.839
総理工程の一室で,967.199,6.241
密かにお会いしたことがありましたね,969.959,6.601
平成29年1月20日,973.44,5.519
通常国会が招集され,976.56,6.24
政府4演説が行われた夜でした,978.959,7.56
前年に天皇陛下の象徴としてのお勤めに,982.8,7.92
ついてお言葉が発せられあなたは,986.519,6.0
野党との距離感を,990.72,4.739
推し量ろうとされていたのでしょう,992.519,4.38
二人きりで,995.459,3.661
陛下の生前退位に向けた,996.899,5.401
環境整備について一時間余り,999.12,4.92
語らいました,1002.3,5.94
お互いの立場は大きく異なりましたが,1004.04,5.58
腹を割った,1008.24,2.459
議論は,1009.62,1.86
次第に,1010.699,2.101
真剣な熱を,1011.48,2.76
帯びました,1012.8,3.24
そして,1014.24,4.32
清掃の具にしてはならない,1016.04,4.979
心を二分することのないよう,1018.56,6.359
立法府の総意を作るべきだという点で,1021.019,7.101
意見が一致したのです,1024.919,3.201
国論が大きく分かれる重要課題,1028.339,5.22
政府だけで,1032.24,3.599
決め切るのではなく,1033.559,5.301
国会で各党が関与した形で協議を進める,1035.839,5.641
それは,1038.86,6.16
公式戦犯特例法へと大きく流れが変わる,1041.48,5.699
潮目でした,1045.02,3.6
私が,1047.179,3.541
目の前で対峙した,1048.62,4.5
安倍晋三という政治家は,1050.72,5.459
確固たる主義市長を持ちながらも,1053.12,5.16
合意して前に進めていくためであれば,1056.179,3.781
大きな,1058.28,4.139
構えで物事を捉え,1059.96,4.98
飲み込むべきことは飲み込む,1062.419,5.461
冷静沈着なリアリストとして,1064.94,4.5
柔軟な一面を,1067.88,4.26
合わせ持っておられました,1069.44,4.619
あなたとなら,1072.14,3.24
国を背負った,1074.059,5.221
経験を持つもの同士天下国家のありようも,1075.38,7.799
複雑なく論じ合っていけるのではないか,1079.28,6.66
立場の違いを乗り越えどこかに1点を,1083.179,5.161
見出せるのではないか,1085.94,5.58
以来私はそうした期待を,1088.34,4.02
ずっと,1091.52,3.899
胸に秘めてきました,1092.36,5.22
県政の神様,1095.419,3.781
尾崎学童,1097.58,3.18
当選同期で,1099.2,3.359
長年の盟友であった,1100.76,3.2
犬飼極道を,1102.559,5.341
515事件の教団で失いました,1103.96,5.32
失意の中で,1107.9,3.779
自らを鼓舞するかのような,1109.28,3.84
典型を受け,1111.679,4.201
他の名言を残しました,1113.12,5.4
人生の本部体が,1115.88,3.36
常に,1118.52,3.68
将来に向けてあり,1119.24,2.96
安倍さん,1123.98,4.16
あなたの政治人生の本部体は,1125.419,6.541
まだまだこれから先の将来にあったはずで,1128.14,6.779
はなかったのですか,1131.96,2.959
再びこの事情であなたと,1134.96,4.98
言葉と言葉,1138.14,4.44
魂と魂をぶつけ合い,1139.94,4.2
火花散るような,1142.58,5.36
真剣勝負を戦いたかった,1144.14,3.8
立ちっぱなしはないでしょう阿部さん,1150.08,3.5
大型機,1155.179,3.841
関白の念だけが,1157.16,4.7
胸を締め付けます,1159.02,2.84
この寂しさは,1162.559,6.12
決して私だけのものではないはずです,1164.48,5.819
どんなに,1168.679,4.981
政治的な立場や考えが違っていてもこの,1170.299,6.781
事態を生きた日本人の心の中にあなたの,1173.66,4.62
在りしきの,1177.08,5.82
存在感が今大きな空撃となってとどまり,1178.28,6.019
続けています,1182.9,4.8
その上で申し上げたい,1184.299,5.441
長く国家の舵取りに,1187.7,4.26
力を尽くしたあなたは,1189.74,3.84
歴史の法廷に,1191.96,2.76
永遠に,1193.58,2.88
立ち続けなければならない,1194.72,3.72
定めです,1196.46,6.06
安倍晋三とは一体何者であったのか,1198.44,7.26
あなたがこの国に残したものは何だったの,1202.52,4.26
か,1205.7,4.38
そうしたというだけがいまだ,1206.78,6.36
宙ぶらりんの状態のまま日本中をこだまし,1210.08,4.56
ています,1213.14,3.18
その答えは,1214.64,3.48
長い時間をかけて,1216.32,4.26
遠い未来の歴史の審判に,1218.12,5.1
委ねるしかないのかもしれません,1220.58,6.719
そうであったとしても私はあなたのことを,1223.22,6.24
問い続けたい,1227.299,5.221
国の最小としてあなたが残した自責を,1229.46,7.74
たどりあなたが放った強烈な光もその先に,1232.52,6.96
伸びた影も,1237.2,3.06
この,1239.48,2.34
議長に集う,1240.26,3.659
同僚議員たちと共に,1241.82,4.44
言葉の限りを尽くして,1243.919,4.5
問いただけ,1246.26,6.02
問い続けなければならないのです,1248.419,3.861
なぜならあなたの命を理不尽に奪った,1253.64,7.56
暴力の凶器にうつつ力は,1258.14,4.14
言葉にのみ,1261.2,3.44
宿るからです,1262.28,2.36
暴力やテロに,1267.08,3.36
民主虐殺することは,1268.82,4.14
絶対にやってはなりません,1270.44,6.96
あなたの胸に思いを致せばこそ私たちは,1272.96,6.48
言論の力を頼りに,1277.4,4.68
不完全かもしれない民主主義を,1279.44,4.56
少しでもより良きものへと,1282.08,5.58
北へ続けていくしかないのです,1284.0,5.1
最後に,1287.66,4.44
原油閣議に訴えます,1289.1,4.26
政治家の,1292.1,4.14
握るマイクには人々の暮らしや命がかかっ,1293.36,4.559
ています,1296.24,3.9
暴力に怯まず,1297.919,3.361
臆さず,1300.14,2.399
街頭に立つ,1301.28,4.759
勇気を持ち続けようではありませんか,1302.539,3.5
民主主義のもといである,1309.86,3.96
自由な言論を,1312.14,4.88
守り抜いていこうではありませんか,1313.82,3.2
真摯な言葉で建設的な議論を尽くし,1319.76,5.76
民主主義をより健全で,1323.299,3.901
強靭なものへと,1325.52,5.0
育て上げていこうではありません,1327.2,3.32
こうした,1333.14,4.32
近いこそがマイクを握りながら,1334.34,5.339
冬の教団に倒れた,1337.46,3.02
個人で,1339.679,2.761
私たち,1340.48,5.079
国会議員が捧げられる何よりの,1342.44,6.2
追悼の真である,1345.559,3.081
私はそう,1349.52,4.2
信じます,1351.62,4.14
この国のために,1353.72,3.36
重圧と,1355.76,5.7
孤独を長く背負う人生の本部体へ続く,1357.08,7.44
道の途上で天に召された,1361.46,4.199
安倍晋三,1364.52,1.92
元,1365.659,3.721
内閣総理大臣,1366.44,4.68
戦い続けた,1369.38,5.039
心優しきひとりの政治家の御霊にこの決意,1371.12,5.58
を届け私の,1374.419,3.721
追悼の言葉に,1376.7,4.28
変えさせていただきます,1378.14,2.84
安倍さん10日,1381.2,5.54
安らかにお眠りください,1383.6,3.14
[拍手],1387.8,20.519
[拍手],1417.9,9.189
