text,start,duration
だよなんでか知んないけど2人でねワン,213.72,5.28
カラ松とかやったらめっちゃねマッチング,216.78,4.319
遅くなるんだよねやっとこれなかった,219.0,4.92
嬉しいいやこういうねこうマジでね,221.099,4.2
Splatoon3やってていろんな,223.92,3.0
もやもやがねみんなあったと思うんだけど,225.299,4.201
そういう中でたくさん改善されてるのが,226.92,4.14
今回のアップデートなんだよねめっちゃ,229.5,4.86
嬉しいわはいで今回の更新データはバトル,231.06,6.179
に関する一部の武器の挑戦いくつかの機能,234.36,5.939
改善多くの不具合の修正を中心にして配信,237.239,5.101
しましたパートナーに関しては離れた,240.299,3.481
ところからサブウェポンやスペシャル,242.34,3.84
エポンを使用し続けるような戦法をある,243.78,5.28
程度抑制するための情勢を行いましたそう,246.18,4.919
だねまあ後ろからもアルミサブンブンし,249.06,2.879
たりとか,251.099,3.06
炭酸ボムポイポイしまくってナイスラム,251.939,5.58
貯めてみたいなあー全然ねあの攻撃でき,254.159,5.881
ないところにいるところから圧をかけて,257.519,6.001
くる先方ね抑制するってことでねあの,260.04,4.68
Splatoon3の,263.52,2.82
運営さん的にもそれはあんまり良くない,264.72,3.539
なって思ってることが,266.34,3.66
わかっただけでも嬉しいね,268.259,4.44
今回の更新データでは不具合の終戦を優先,270.0,5.1
しておりその他の向きの情勢は次回の投資,272.699,4.081
レーダーで引き継ぎますもうそれが一番,275.1,2.58
ですよ,276.78,3.54
不具合の習性優勢の方がねいいよね,277.68,3.72
うん,280.32,3.78
その他に昨日改善としてバトルを通信遅延,281.4,5.88
の短縮やロビー等での駒から快適性の向上,284.1,5.039
特定のモードでのマッチメイクにかかる,287.28,3.72
時間の短縮を行いました,289.139,4.861
次回の更新ネタは12月に開幕する新しい,291.0,5.1
シーズンのための機能を追加や,294.0,3.78
武器のバランス調整,296.1,3.539
フェスの鳥からバトルの仕組みの変更を,297.78,3.06
中心として,299.639,3.601
現在開催中のシーズンが終了する時期に,300.84,5.34
配信予定ということでおそらく11月末に,303.24,5.399
またねあの武器のバランス調整が入ると,306.18,4.92
思うんでそこでねま洗濯機とかがまた,308.639,4.741
弱体化されたりするんじゃないかなと思っ,311.1,5.159
ていますで12月に開幕するシーズンの,313.38,4.86
ための機能追加,316.259,5.101
昨日追加って何だろうね私はXマッチとか,318.24,5.16
のことかなーって予想してるけどみんなは,321.36,3.899
何か予想してみてね,323.4,3.96
でここからがねまた,325.259,3.541
濃密なんですよ,327.36,3.54
不具合の修正について,328.8,4.38
全部ね見てたらキリがないんでバババーっ,330.9,3.42
て見ていきますこの,333.18,2.76
えっとまずね,334.32,4.2
タブが5つあるんですよプレイヤーソース,335.94,5.16
対戦サーモンランヒーローモードフェス,338.52,4.86
6つでしたその他の問題ま1個1個バーっ,341.1,4.2
てみてきます特に重要なとこピックアップ,343.38,4.92
していきます一番最初が一番重要かもしれ,345.3,3.54
ない,348.3,2.7
対戦相手のプレイヤーの動きが地形などの,348.84,4.799
影響でスムーズに再現できなかった時,351.0,5.039
瞬間的に移動させる処理が働かず,353.639,4.62
超人茶が長時間1がずれたままになること,356.039,4.861
がある問題を修正しましたこれはね,358.259,5.28
動機連れのことですねあのリッター使っ,360.9,4.019
たらわかると思うんですけど,363.539,2.761
リッターがね,364.919,3.0
ファシューンって抜いたら敵が全然関係,366.3,3.42
ないところでやられたみたいな,367.919,4.861
表現されたことを言いますか私自分が壁の,369.72,5.34
裏にいたのにリッターに抜かれたみたいな,372.78,5.4
経験ある人いませんかそしてこれが悪させ,375.06,5.699
てたんですよこれのおかげでね,378.18,4.859
同期すれがかなりマシになったんで,380.759,5.461
実質ねリッターの弱体に繋がってるんじゃ,383.039,5.041
ないかなと思います,386.22,3.479
遠くのも急にスーパージャンプこのように,388.08,4.32
直前に攻撃を行うとき本来に球が遠くに,389.699,5.34
飛ぶことを修正しましたこれはねなんか,392.4,4.56
ブラスターとかがスーパージャンプして,395.039,4.081
ジャンプして着地する時にボタン押したら,396.96,4.5
めっちゃ玉が伸びるみたいなね,399.12,4.5
現象があったんだよねそれはもう修正され,401.46,3.6
たということでバグだったってことです,403.62,2.519
ねー,405.06,2.94
キャンピングセンサーのパージされた傘の,406.139,4.201
当たり判定が本来よりも手前側にある問題,408.0,4.68
を優しいスプラトゥーン2の17日に,410.34,3.979
近づくようにしました,412.68,4.5
これでねそのキャンピングセンターの貫通,414.319,5.861
とかが若干マシになるんじゃないかな,417.18,5.28
対戦に関する問題の修正,420.18,4.44
特定の地形で5分や58億バリアの爆発,422.46,4.92
などに発生された時これでこれあるんで,424.62,5.16
バグで本来より多くの2ポイントが加算さ,427.38,4.62
れることがある問題なんかねスペシャル,429.78,6.08
入った後パチンコ割合,432.0,3.86
スペシャルたまるみたいなねどっか一部で,436.62,4.079
そういうバグがあったっぽいんよ,438.84,4.139
スペシャル連発できるからねこれがかなり,440.699,4.681
勝敗にかかってくるからナイス修正を,442.979,4.981
後ろだスクリュースロッシャーの渦を薄い,445.38,4.5
地形の向こう側にいるアイテリア行った時,447.96,3.72
地形に隠れているにもかかわらずダメージ,449.88,3.9
を与える問題を修正これですね,451.68,4.16
スクリュースロッシャーの弾が貫通する,453.78,4.139
やばいやつだね,455.84,4.72
クルスロッシャルズを吸引器の吸引範囲内,457.919,4.081
の相手に当てたのに,460.56,3.479
完全に範囲内に入ってるの関わらず,462.0,3.479
ダメージを与えることがあるもんでこれ,464.039,3.901
マジ吸引器弱かった原因だからな,465.479,4.44
吸引器容赦なく洗濯機貫通してきたから,467.94,5.22
このねスクリュースロシアの玉の当たり,469.919,5.761
判定修正してくれたのは混ぜていかいわ見,473.16,4.14
てここやばい,475.68,3.959
うる怒涛のウルトラハンクウルトラハンコ,477.3,3.179
ウルトランコ,479.639,4.68
ウルトラハンコバグの塊すぎた,480.479,6.12
ウルトラハンコマグに偏りすぎた,484.319,4.621
ウルトラハンコが弱いバグはいつ修正さ,486.599,3.421
れるんですかね,488.94,4.02
これあったら高低差がある場所にホップス,490.02,4.26
な設置すると,492.96,3.0
攻撃範囲にも関わらずウェーブが見えない,494.28,2.94
ことがある,495.96,3.359
透明なねホップスナーが縄跳びがね,497.22,3.96
てっきり場所があったんですよなんかね,499.319,4.32
それ研究してる人とかいたわやっぱバグ,501.18,4.859
やったんだねやっぱりああこれバグだった,503.639,4.5
んだこれ私ってやつTwitterで,506.039,4.021
見つけてさ報告したいよね,508.139,4.2
直ってくれたの嬉しいエナジースタンドの,510.06,4.44
効果が切れる直前に倒されたとき,512.339,4.44
復活時間も短くなるにもかかわらず,514.5,4.44
スペシャル現象流が通常のままになること,516.779,4.861
がある問題集成されたうわこれ嬉しいな私,518.94,5.159
もね実際に体験してTwitterで報告,521.64,4.74
してワークだからマジでもしかしたらいい,524.099,5.721
か研究見てくれたかもねみたいなね,526.38,3.44
いやステージの,530.339,5.761
細かいバグめっちゃ多いなマジめっちゃ,532.92,4.979
多いわいっぱい押してくれてありがとう,536.1,3.98
ございます,537.899,2.181
サーモラこれねマジで1個でかいのあった,540.12,3.06
んよ,542.58,2.64
浮き輪状態でプレイヤーの当たり判定が,543.18,4.02
意図したよりもしんそくなってるんだって,545.22,4.619
これやったサーバーなんかちょっとだけ,547.2,5.46
簡単になるよねなんか味方に対してね多分,549.839,5.781
全然当たらんかったよな,552.66,2.96
同じプレイヤーが,556.019,2.521
短い期間に連続して,557.1,3.78
ヘルプル渋谷に出した時画面内に矢印が,558.54,4.62
複数出てしまう問題を1人から1つえー,560.88,3.84
そうだったのそれあんまり意識しなかった,563.16,4.14
なあーこれやったねシェルターの傘パージ,564.72,3.96
し鮭の頭,567.3,3.12
頭付近にやってたらビヨーンって飛んで,568.68,2.46
いくんだね,570.42,2.7
傘が大きく弾んでしまう問題を修正しまし,571.14,4.02
た,573.12,4.8
やったあったジェットパックをさあいくら,575.16,4.2
コンテナの上に,577.92,4.44
プレイヤーがいる場合にねこう金鮭とか,579.36,5.58
光はの時とかだとめちゃくちゃ重くなるん,582.36,7.02
だよないやーいやサーモンランの調整も,584.94,7.14
嬉しいねえ,589.38,4.2
これね私,592.08,3.24
聞いた話なんだけど聞けんのマックスで,593.58,4.68
エクストラウェーブにねおかしら,595.32,5.459
ちょっと到達したら初めて危険なマックス,598.26,3.96
クリアした時ってなんかバッチもらえる,600.779,3.361
らしいんだけどエクストラウェーブ来,602.22,3.119
ちゃったらバッチもらえないらしいんだよ,604.14,4.34
ねかわいそすぎる,605.339,3.141
ヒーローモードに関する先生これはね,610.14,5.699
ちょっとまあ私あんまり詳しくないから,612.779,4.861
まあ飛ばそうかな,615.839,4.081
フェスに関する問題の先生,617.64,4.199
もうこれね,619.92,3.84
どの全力でもそこしてない時のホラーが,621.839,4.141
いつ獲得修正うんうん,623.76,4.199
うんいいんじゃないですかその他の問題の,625.98,6.419
修正これマジでけもうマジで楽になるこれ,627.959,7.32
私ギア3.9の検証とかする時さ,632.399,5.041
ロビー内で装備変更したらねちっちゃい,635.279,4.56
ギアパワーのレ3.9って言ったら0.9,637.44,3.72
の部分がね,639.839,3.901
反映されないんよこれがね修正されたら,641.16,4.859
伸びないでねその色々なね,643.74,4.2
ギアの実験がね今までできなかったんだ,646.019,3.961
けどってかできるんだけどいちいちね広場,647.94,4.139
に変えずダメってむちゃくちゃ面倒,649.98,4.74
くさかったのにだいぶマシになったわー,652.079,4.2
これ直ってる,654.72,4.859
うーやったやった最近からギアを購入する,656.279,5.701
時に価格がゼロゲストになる問題を修正し,659.579,5.161
ましたやったこれで私も,661.98,4.979
塩たんさんあなたのギア改造ですかって,664.74,3.32
言われなくなる,666.959,4.32
これのせいに言われてたから,668.06,5.38
やったぜ,671.279,4.161
いやこんな感じかね,673.44,4.2
いやたくさんのバグ修正ありがとう,675.44,5.26
ありがとうこんな感じにねいや次回のね,677.64,5.22
アップデートは11月末ということでね,680.7,3.92
いやそれまでね,682.86,5.64
いやこんなに防災が量のバグ修正をマジで,684.62,6.279
ありがとうございます,688.5,4.68
それまでねまあ最後のねその,690.899,3.841
Splatoon2Splatoon3,693.18,4.86
初期環境っていうのはねまあ最後だろう,694.74,5.76
から今回のアップデートではラクトと,698.04,4.32
バリアブルローラーと,700.5,4.62
スクリュースロッシャーとまあと,702.36,5.159
同期生の関係でチャージャー系と特に,705.12,5.88
宝がね若干弱体化したって感じで最後のね,707.519,5.94
環境楽しんでいきましょう11月末の,711.0,4.74
アップデート楽しみだし12月の新,713.459,4.141
シーズンを楽しみだあと1ヶ月ですね,715.74,4.74
ほとんどそれではまた次回の動画でお会い,717.6,5.04
しましょうこんな感じのアップデートで,720.48,3.96
動画でもし,722.64,3.319
好評であれば,724.44,4.86
これから毎回ごとのアップデートで投稿,725.959,5.141
しようかなとは思ってるんでよかったら,729.3,6.56
コメント欄で教えてくださいじゃあね,731.1,4.76
