text,start,duration
ファンネームがファンの方の支えがあって,588.36,4.86
コスなので動画見てくれたり,590.76,5.4
イベントに来てくれたり日々僕が活動する,593.22,4.26
雑誌買ってくれたり,596.16,2.88
テレビ見てくれたり,597.48,3.78
街で見かけたら声かけてくれたり,599.04,3.96
tiktokインスタYouTube,601.26,3.3
Twitter全部僕色々やってるんです,603.0,4.5
けどそれを全部こうねフォローしてくれて,604.56,3.719
応援してくださってる皆さんが,607.5,2.88
いらっしゃるので僕は生活ができていると,608.279,4.62
思っているのでそういう今まで支えてくれ,610.38,5.34
たファンの方これから酒もさせてくれる,612.899,4.56
ファンの方に僕はどういうふうに思われる,615.72,4.2
んだろうってのがすごく怖くて,617.459,4.801
手のもあったしあとやっぱ自分の,619.92,4.919
家族身内の方がどう思うのかなって思っ,622.26,5.28
たりもするとこがあってあのやんわりと,624.839,4.021
モニに行ったことがあったんです僕の,627.54,2.64
お母さんに話したことはあったんだけど,628.86,3.84
それをこう公表するかしないかっていうの,630.18,5.339
はすごくシビアな問題でやっぱり僕だけの,632.7,6.12
問題じゃないと思ったんですよそれをこう,635.519,5.101
ねYouTubeってやっぱ全世界に発信,638.82,4.139
をしているわけなのでそれを聞いた人が,640.62,4.68
何かしら言うのじゃないかのかなって思っ,642.959,4.081
たりしてちょっとそれが心配だった部分も,645.3,3.06
あったけどでも,647.04,3.96
僕はやっぱり発信することにすごく意味を,648.36,3.659
持ってるし,651.0,3.06
僕が何かしらできるかもしれないと思う,652.019,3.541
ことをやってあげたいと思う,654.06,2.94
僕がなるべく,655.56,4.2
生きているうちになるべく多くの影響を見,657.0,5.94
ている方に与えたいで思いながら僕は生き,659.76,6.12
ているのでやっぱりこれは自分は言うべき,662.94,5.579
なんだろうなってすごく思って,665.88,5.34
今後の活動にも行かせるかもしれないもし,668.519,5.281
かしたらこれを見て自分のことをあこう,671.22,4.38
いうセクシャリティーがあるんだとか,673.8,3.659
自分はこれなんだとか,675.6,3.72
僕みたいな人がいるんだっていうのを知る,677.459,4.62
きっかけなればいいなって思ったりもして,679.32,3.48
えっと,682.079,3.421
主ににまた改めてこの話をYouTube,682.8,5.219
でしようと思います」っていうのとプラス,685.5,4.32
まあ,688.019,3.961
話してなかったことも含めて詳しく,689.82,3.42
主に全部,691.98,4.979
伝えましたでその上でまあ,693.24,5.52
賛成はしてなかったかもしれないけど,696.959,2.88
僕は昔から,698.76,3.12
規則を破るタイプの人気なので,699.839,3.661
タトゥーでもピアスもうちの家計はダメな,701.88,4.199
んだけどもう全部自己報告でピアス開けた,703.5,4.68
後にピアス開けたって言ってみたり,706.079,3.901
例えばダメだけどタトゥー入れた後に,708.18,3.06
タトゥー入れてみたって言ってるみたいで,709.98,3.0
僕全部報告だったので,711.24,4.02
初めて今回ちゃんとやる前に,712.98,6.0
報告をさせてもらっていうねってことを,715.26,6.6
主に伝えて今回この動画を撮ってるんです,718.98,6.12
けどっていう感じででそれ言った時は,721.86,5.159
やっぱモニュの反応は,725.1,3.96
やっぱメイクとかしてるから,727.019,3.781
女の子になりたいって思ってたっていう,729.06,3.6
ふうにもまず最初言われていや,730.8,3.06
違うよと,732.66,2.82
女の子になりたい願望は一切ないよと,733.86,4.26
おっぱいもつけたくないしね,735.48,4.02
下も切りたくはない,738.12,3.48
スカートも履きたくないしまあ,739.5,3.72
ファスによっては履くかもしれないけど,741.6,2.88
女性になりたいかって言われたらそうでは,743.22,4.2
ないよとそこは違うよとだから僕は僕なん,744.48,4.74
だよっていう話をするのが結構難しかった,747.42,3.359
んですよやっぱり,749.22,4.2
僕のお母さん62歳なのでそういう部分が,750.779,3.961
すごい理解があるかないかって言ったら,753.42,3.12
やっぱ難しいじゃないですかそんな話理解,754.74,3.839
するのってましては急になんかノン,756.54,3.479
バイナリーとかセクションとか言われても,758.579,3.481
はって感じじゃないですかだから意味,760.019,3.241
わかんないなって思ってたかもしれない,762.06,4.56
けどまあ一応僕の言葉で分かるように,763.26,5.16
説明をさせてもらって,766.62,3.12
長理解はしてくれました,768.42,4.02
僕のお母さんはっていう感じでだからまあ,769.74,5.219
皆さんが思ってるように一応僕ティック,772.44,4.199
トックとかだと女装ばっかりしてるし,774.959,2.701
YouTubeでもちょっとその動画,776.639,2.521
ばっかり上げてたりするんですけどそれは,777.66,4.56
あくまでそのメイクの参考にしてほしいか,779.16,6.06
なとそうするわけであってこの間僕あの,782.22,5.46
企画でホストクラブに予想してに比較をし,785.22,4.26
たんですけどその時にすごく思いました僕,787.68,4.26
は女装して出かけるタイプの人間ではな,789.48,4.68
いって断定できましたやっぱり行動してみ,791.94,4.199
たらわかるんだなと思ったんですけど,794.16,4.5
少なからずそのなんだろうああいう風に,796.139,4.26
ドレス来たりとかメイクして女装をしたり,798.66,2.76
するのって,800.399,4.261
別に自分楽しいんですよ楽しいし,801.42,5.099
メイク好きだからこそいろんなメイク,804.66,2.88
できるから,806.519,3.841
嬉しいって思うけどあれで出歩きたい,807.54,4.919
かって言われたらそれは違うっていうのを,810.36,4.74
すごく思いましたなので僕は今この今の,812.459,4.38
このスタイルが,815.1,2.4
自分,816.839,3.24
らしいし自分が一番好きと思える格好です,817.5,5.88
よくあのなんだろうな,820.079,5.461
Twitterとかあの,823.38,3.24
ティックトックとかYouTubeでも,825.54,1.919
そうですけど,826.62,5.459
ファンの方々もみんな僕があのこの姿を,827.459,6.721
男装って言ってくれるし,832.079,3.541
何だろうな,834.18,3.899
予想すると女装って言ってくれるしその,835.62,3.839
呼び方が僕すごく心地よかったんですよ,838.079,4.861
なんかさんの断層めっちゃ好きですとか皆,839.459,4.801
さん女装をめっちゃ好きです」っていう方,842.94,3.36
がすごく好きでなんか,844.26,5.519
主ある種この僕が軸となっていて,846.3,6.3
断層女装しているっていうその呼び方が僕,849.779,5.041
すごく心地が良くてそれをすごく理解して,852.6,4.5
くれてる人がたくさんいるんだって,854.82,4.68
覚えたのも今言おうと思った企画の1個,857.1,4.2
ですエゴサとかまあたまにするんですけど,859.5,4.92
エゴサとかした時にあのもう男とか女とか,861.3,5.039
関係なく聞いててさ自身がすごく好きで,864.42,3.9
すって方もいていらっしゃったりとかそう,866.339,4.261
いう生理の概念がまずないっていう風な,868.32,4.98
発言もすごく嬉しかったしなんかそれに,870.6,4.56
気づいてからいつ言おうかなってずっと,873.3,3.24
考えていたんですけど,875.16,5.039
当時まだ僕は未熟だったのでそれをこう,876.54,5.34
体現できていないって自分的に思ってたの,880.199,4.741
でそれを言えるまでに僕が,881.88,4.139
皆さんにその,884.94,3.66
僕のメイクメイクとかファッションとか,886.019,3.361
僕の,888.6,3.9
発言言動と全てにおいてそれを言っても皆,889.38,4.319
さんが,892.5,4.38
変だなとは不快だなと思わないようになる,893.699,4.921
べく僕は発信をしてきたつもりなんですよ,896.88,4.259
ここ数年間それを言っても皆さんが,898.62,4.62
びっくりしないぐらい変だなって思わない,901.139,4.14
ぐらい笑われないぐらいの,903.24,4.5
努力を自分はしてきたなと思ってるのでな,905.279,5.581
のでこのビジュアルを今しております,907.74,5.82
メイクもそうだしまあそれは別に僕の自己,910.86,4.2
表現であって,913.56,2.459
別に,915.06,2.399
メイクしてると,916.019,2.94
女の子になりたいんじゃないかって真似に,917.459,2.641
言われることもあるんですけど,918.959,2.761
全くそうではないです僕がメイクをして,920.1,3.78
いるのはメイクが好きだからですなんか,921.72,4.739
例えば車が好きとかゲームが好きとか料理,923.88,4.199
作るのが好きとかそういう感じで僕は,926.459,3.541
メイクをするのが好きっていうただそれ,928.079,4.681
だけただ面白いからやってるだけあの本当,930.0,4.98
に僕ストレス発散がメイクなんですよで,932.76,3.96
メイクのルーツは僕絵を描くことになるの,934.98,4.44
で昔から僕洋服のがすごく好きで,936.72,4.38
絵を描くところが今メイクにつながって,939.42,3.359
じゃあそのメイクが仕事になってるって,941.1,2.58
感じなので,942.779,3.12
本当に今の僕職業を恵まれてるなと思い,943.68,3.48
ますそういう要素になってい,945.899,2.281
るっていうのはすごい,947.16,3.66
嬉しいしそういう職業につけているのが,948.18,3.48
すごく,950.82,2.519
ラッキーだなと思うので本当にファンの,951.66,4.799
方々とかいつも仕事をくださる,953.339,4.86
クライアントの方々とかにはすごく感謝を,956.459,4.981
しておりますでなんかこれを言って,958.199,5.341
僕が何か変わるかなって思ってたんです,961.44,4.74
けど僕自身は昔からずっと変わらずこれな,963.54,4.08
ので中学,966.18,3.959
ぐらいカラー僕ずっと時間が変わらなくて,967.62,4.44
自分のこの軸がぶれてないので,970.139,4.2
昔から僕このスタイルなんですよだから,972.06,5.519
僕的には何の不思議もないそうただ,974.339,6.24
ちゃんと自分を理解できたから喋ら喋る,977.579,5.221
ようになったって感じここまで28歳に,980.579,4.32
なっていろんなことを経験して友達とか,982.8,4.02
いろんなと関わってきて自分のもたくさん,984.899,5.581
調べて今の自分の思っていること気持ち,986.82,7.019
だったりその認識がこの言葉に当てはまる,990.48,4.74
んだなっていうのを,993.839,4.261
わかったっていう感じですね今その,995.22,5.16
いろんな憶測がある中で,998.1,3.9
女性になりたいんじゃないかとか女装し,1000.38,3.24
てるから女なんじゃないかとかそういう,1002.0,3.48
コメントがあったりもするんですけどそれ,1003.62,4.2
は間違いなく違うと言えます僕は女性に,1005.48,4.56
なりたいとは思っていますそうだしこの先,1007.82,3.18
も,1010.04,3.539
例えば性転換手術をしたいとかも,1011.0,5.16
全く考えませんなぜなら僕はそこにまた,1013.579,5.521
興味がないから一人称を例えば私とか,1016.16,6.239
なんか買える人もいますけど僕は僕だし俺,1019.1,5.88
は俺だし呼び方も僕は変わらないです俺と,1022.399,5.04
僕自分自身が男性で生まれてきてるって,1024.98,4.74
自覚はあるから分かるんだけどだから僕俺,1027.439,4.26
って言ってる昔から割と,1029.72,3.599
誰が誰を好きになってもいいんじゃないか,1031.699,3.781
なっていう発想でいていたので,1033.319,5.52
自分自身もそうだったしあの特別なん,1035.48,4.02
だろうな,1038.839,2.821
男同士が意図していようが,1039.5,4.26
女同士がいちゃいちゃしようがなんか特に,1041.66,3.779
何も思わなかった,1043.76,4.5
不思議に思ってなかった別にあのお互いが,1045.439,5.161
幸せだったらいいじゃんっていう,1048.26,5.58
感じでした今もそれは変えれませんなんか,1050.6,4.86
争いが起きたりとか,1053.84,3.42
自分のことを理解してくれない人を攻撃し,1055.46,5.04
たりとかも全く思いませんただ僕は自分が,1057.26,5.58
幸せに生きられる環境があれば,1060.5,4.919
嬉しいという感じなのであの僕ちょっと前,1062.84,4.56
に本出したじゃないですかこちらの本なん,1065.419,3.181
ですけど,1067.4,2.58
本の中で,1068.6,3.18
言おうかなって思ったりした時もあったん,1069.98,4.86
ですよなんか本出すのって本当に一緒に1,1071.78,5.22
回かもしれないしその機会っていいかなと,1074.84,3.54
思ったので,1077.0,3.24
本の中で言おうかなって思ったりもした,1078.38,4.08
けどまあその時はまだタイミングが,1080.24,4.319
ちょっと違うかなと思ってたりまだ自分の,1082.46,4.26
中でもちょっと深くてなところがあったの,1084.559,3.601
で,1086.72,3.839
言葉として言えなかったあの中身は揺られ,1088.16,4.98
てないけどそれを言葉にできなかった,1090.559,3.36
ちゃんと,1093.14,3.84
活字で書くと人それぞれ解決が違うので,1093.919,7.081
やっぱり動画の方がこの僕の声と表情でさ,1096.98,6.48
せてもらえるかなって思ったので動画で,1101.0,5.28
やっぱ言おうと思って今動画を撮ってい,1103.46,4.38
ますはい,1106.28,3.36
言ったなあこれ公開されてるんですもんね,1107.84,3.6
やばそうですね,1109.64,4.62
言うのすごく勇気が言ったけど今やってる,1111.44,4.38
僕の仕事とか,1114.26,3.299
発信してる内容って,1115.82,3.359
言っても言わなくても絶対に変わらない,1117.559,4.321
内容だと思うしむしろ言ったことによって,1119.179,5.701
より今のファンの方は離れてしまう人も,1121.88,5.1
いるかもしれないけどそれ以上に多くの方,1124.88,3.06
を,1126.98,3.66
救えるとすごい傲慢かもしれないですけど,1127.94,6.119
僕の言葉で何かしら気づく人だったりとか,1130.64,5.82
の影響が与えられるんであれば僕は,1134.059,4.62
言いたいなと思うしそういう人僕は応援し,1136.46,3.66
ていきたいと思ってるので,1138.679,4.081
僕が昔悩んでいたように今悩んでいる子を,1140.12,4.799
僕は動画を通して,1142.76,4.68
作ってあげたいというかまぁ気づいて,1144.919,5.281
ほしいというかまず大前提僕が一番言い,1147.44,5.46
たいのはそういう方に向けて言いたいのは,1150.2,4.44
僕含めみんな,1152.9,3.42
普通ですあの,1154.64,3.0
普通じゃないっていう人いるじゃないです,1156.32,3.3
かそれは普通じゃないよっていう人いるん,1157.64,4.2
ですけど普通の価値観は人それぞれ違うの,1159.62,3.299
であって,1161.84,2.82
誰も普通の価値観を定義できないんですよ,1162.919,4.321
なのであなたの中でそれが普通なのであれ,1164.66,4.98
ばそれが普通ですだから自分は普通じゃ,1167.24,3.48
ないんだとか,1169.64,2.159
自分は,1170.72,3.18
割と違うんだと思う必要は全くありません,1171.799,4.26
あなたは普通です,1173.9,3.48
手がまず言ってあげたいなっていうのと,1176.059,3.301
なんか普通ってことがまず好きじゃない,1177.38,5.22
けどなんで普通ってと思うけどあの本当に,1179.36,5.16
そういうふうに僕を持ってるのでまずそう,1182.6,4.439
いう風に悩んでいる子がいるとすれば全然,1184.52,4.019
普通なので,1187.039,4.621
学生生活の間だとやっぱ学校ってそういう,1188.539,6.0
こうねちょっとこう変わったやって,1191.66,5.46
るっていう風に続けてなんだろうな違う,1194.539,3.841
ものを,1197.12,3.6
省こうとする性質があるのでもちろん,1198.38,4.14
気づくと思うし,1200.72,3.54
自分は違うのかもなと思うかもしれない,1202.52,5.1
けどでも卒業したらもう何にも関係ない,1204.26,4.98
世界は広い,1207.62,3.72
本当に広いいろんな人がいます世界には僕,1209.24,4.14
もまだ全然知らないぐらいいろんな人がい,1211.34,3.06
ますもう,1213.38,2.94
自分なんかちっぽけで本当にだからそう,1214.4,4.8
いうふうに思う思えるようになってほしい,1216.32,5.58
もっとヤバい人いっぱいいます世界にはな,1219.2,3.359
ので,1221.9,4.32
本当にそういう子は自分のことを責めずに,1222.559,5.401
堂々として生きてほしいですね何か文句,1226.22,4.8
あるぐらいの感じでもし何かをやった時の,1227.96,5.4
秘策としてはあの日本語ってすごく便利な,1231.02,3.3
言葉があるんですよ,1233.36,2.22
僕のすごくおすすめの言葉なんですけど,1234.32,5.66
教えますねだから何,1235.58,4.4
はいだから何ですもうこれはね何にでも,1241.1,5.04
使える言葉,1244.94,2.94
例えばお前,1246.14,4.86
オカマっぽいなだから何これ全部,1247.88,4.74
丸く染まりますだから何,1251.0,3.48
オカマなんじゃないかとかまあ色の方言う,1252.62,3.9
と思いますけど僕はオカマでもなく,1254.48,4.5
芸でもなく論破なりです」っていう,1256.52,5.64
話をしたいなーって思ってこれを取りまし,1258.98,6.12
たまあそういう人がいるんだよって,1262.16,6.3
話ですでもこのタイミングで良かったなっ,1265.1,5.459
て僕はすごく思ってますどうこの音として,1268.46,5.099
もこの動画を公開した後,1270.559,5.161
皆さんがどういう反応するかわからないし,1273.559,4.98
怖いけどでも僕は後悔してませんこれを,1275.72,4.079
言ったことによって,1278.539,3.921
間違いなくこの動画を見て誰かしらが,1279.799,5.581
いい何かをキャッチしてくれてるって思っ,1282.46,4.3
てるので,1285.38,4.14
僕は全く合わしていませんまあ今後これを,1286.76,4.56
言ったからには僕はそういう人を応援して,1289.52,4.26
いきたいしそういう発信をしていきたいな,1291.32,5.04
と思ってるので今までこう応援してくれて,1293.78,5.22
いた2点目の方々だったりとか,1296.36,4.92
クライアントの方々だったりとかお友話,1299.0,3.72
だったりもちろん,1301.28,3.12
主にとか家族の,1302.72,4.439
みんなもうそうだけど,1304.4,4.56
応援しててよかったって思ってもらえる,1307.159,4.02
ように僕は活動していきたいなと思ってる,1308.96,2.94
ので,1311.179,3.36
ゆでくんを応援しててその時間が無駄だっ,1311.9,3.54
